,Name,RatioExcellentRamp,RampDensity_poor_ramps_against_disability,RampDensity_excellent_ramps_against_disability
9,Hyde Park,0.5510455104551045,0.03731695795937648,0.4232404345772319
18,South Boston,0.6394736842105263,0.021931871208586095,0.6803546430237984
4,Charlestown,0.5978987583572111,0.018241042345276872,0.40781758957654723
0,Allston,0.6428571428571429,0.0175,1.2825
22,West Roxbury,0.5683987274655355,0.01317829457364341,0.41550387596899224
