,Name,RatioPoorRamp,RampDensity_poor_ramps_against_disability,RampDensity_excellent_ramps_against_disability
0,Allston,0.008771929824561403,0.0175,1.2825
18,South Boston,0.0206140350877193,0.021931871208586095,0.6803546430237984
9,Hyde Park,0.04858548585485855,0.03731695795937648,0.4232404345772319
22,West Roxbury,0.018027571580063628,0.01317829457364341,0.41550387596899224
4,Charlestown,0.026743075453677174,0.018241042345276872,0.40781758957654723
