FID,PARENT,STATUS,LENGTH,GREENBOOK,HIGHWAY,GIS,JURISDICTI,QC_NOTE,FUN_CLASS,GRID,MIN_STATIO,MAX_STATIO,COUNCIL,DISTRICT1,District,NO_LABEL,RTE_SYS_ED,Shape__Length,District_Split
2453,CLIVE1, ,508,Clive St,CLIVE ST,1,PUBLIC WAY, ,LO,0,0,508,6,2-02,2-02,0, ,209.960825152113,['2-02']
2454,CLOVE1, ,523,Clover St,CLOVER ST,1,PUBLIC WAY, ,LO,0,0,523,3,3-07,3-07,1, ,216.02185342487,['3-07']
2455,COBDE1, ,953,Cobden St,COBDEN ST,1,PUBLIC WAY, ,LO,0,0,953,7,1-10B,1-10B,1, ,392.53207200111603,['1-10B']
2456,COBUR1, ,98,Coburn Ct,COBURN CT,1,PRIVATE WAY, ,LO,0,0,98,8,1-1B,1-1B,1, ,40.508659002004705,['1-1B']
2457,CODMA1, ,1355,Codman Hill Ave,CODMAN HILL AV,1,PUBLIC WAY, ,LO,0,0,1355,3,3-07,3-07,1, ,557.495813009219,['3-07']
2458,CODMA2, ,970,Codman Park,CODMAN PARK,1,PUBLIC WAY, ,LO,0,0,970,7,1-10B,1-10B,0, ,400.266216097746,['1-10B']
2459,CODMA3, ,652,Codman St,CODMAN ST,1,PUBLIC WAY, ,LO,0,0,652,3,3-07,3-07,1, ,268.380327999221,['3-07']
2460,COFFE1, ,953,Coffey St,COFFEY ST,1,PUBLIC WAY, ,LO,0,0,953,3,3-07,3-07,0, ,391.98974145759104,['3-07']
2461,COHAS1, ,1050,Cohasset St,COHASSET ST,1,PUBLIC WAY, ,LO,0,0,1050,5,2-06,2-06,1, ,433.056169320175,['2-06']
2462,COL M1, ,464,Col Michael J McDonough Way,MCDONOUGH WAY,1,PRIVATE WAY, ,LO,0,0,464,2,3-05,3-05,1, ,191.41138064953498,['3-05']
2463,COLBE1, ,2019,Colberg Ave,COLBERG AV,1,PUBLIC WAY, ,LO,0,0,2019,5,2-06,2-06,0, ,832.3833731994209,['2-06']
2464,COLBE2, ,227,Colbert St,COLBERT ST,1,PUBLIC WAY, ,LO,0,0,227,6,2-06,2-06,0, ,93.4941018521175,['2-06']
2465,COLBO1, ,1672,Colborne Rd,COLBORNE RD,1,PUBLIC WAY, ,LO,0,0,1672,9,2-04,2-04,0, ,689.568511313627,['2-04']
2466,COLBO2, ,257,Colborne Path,COLBORNE PATH,1,PUBLIC WAY, ,LO,0,0,257,9,2-04,2-04,0, ,106.136808267562,['2-04']
2467,COLBU1, ,931,Colburn St,COLBURN ST,1,PRIVATE WAY, ,LO,0,0,931,8,1-10A,1-10A,1, ,384.18199479389,['1-10A']
2468,COLBY1, ,429,Colby Rd,COLBY RD,1,PUBLIC WAY, ,LO,0,0,429,6,2-06,2-06,1, ,176.713773883536,['2-06']
2469,COLCH1, ,1569,Colchester St,COLCHESTER ST,1,PUBLIC WAY, ,LO,0,0,1569,5,2-08,2-08,1, ,647.19385346914,['2-08']
2470,COLEB1, ,409,Colebrook St,COLEBROOK ST,1,PUBLIC WAY, ,LO,0,0,409,2,3-05,3-05,1, ,168.232155881851,['3-05']
2471,COLEM1, ,1172,Coleman St,COLEMAN ST,1,PUBLIC WAY, ,LO,0,0,1172,3,3-03,3-03,0, ,483.251997062173,['3-03']
2472,COLER1, ,913,Coleridge St,COLERIDGE ST,1,PUBLIC WAY, ,LO,0,0,913,1,1-09,1-09,0, ,376.423430001987,['1-09']
2473,COLER2, ,385,Colerain St,COLERAIN ST,1,PRIVATE WAY, ,LO,0,0,385,9,2-04,2-04,1, ,159.021929505138,['2-04']
2474,COLEU1, ,430,Coleus Park,COLEUS PK,1,PUBLIC WAY, ,LO,0,0,430,4,3-03,3-03,0, ,177.443215352859,['3-03']
2475,COLGA1, ,473,Colgate Rd,COLGATE RD,1,PUBLIC WAY, ,LO,0,0,473,5,2-02,2-02,0, ,194.902882987871,['2-02']
2476,COLLI1, ,1045,Collins St,COLLINS ST,1,PUBLIC WAY, ,CO,0,0,1045,5,2-08,2-08,0, ,430.05828536837004,['2-08']
2477,COLLI2, ,353,Colliston Rd,COLLISTON RD,1,PUBLIC WAY, ,LO,0,0,353,9,2-04,2-04,0, ,145.37229249868798,['2-04']
2478,COLON1, ,996,Colonial Ave,COLONIAL AV,1,PUBLIC WAY, ,LO,0,0,996,4,3-07,3-07,1, ,410.086451245188,['3-07']
2479,COLOR1, ,2723,Colorado St,COLORADO ST,1,PUBLIC WAY, ,LO,0,0,2723,5,3-07,3-07,1, ,1122.35704449185,['3-07']
2480,COLUM1, ,4361,Columbia Rd,COLUMBIA RD SB,1,PUBLIC WAY, ,AR,0,0,4361,2,3-05,3-05,1, ,1796.41925153448,['3-05']
2481,COLUM11, ,376,Columbia Ter,COLUMBIA TER,1,PRIVATE WAY, ,LO,0,0,376,3,3-03,3-03,0, ,154.895246397981,['3-03']
2482,COLUM12, ,246,Columbus Sq,COLUMBUS SQ,1,PUBLIC WAY, ,LO,0,0,246,2,1-1C,1-1C,1, ,101.492262288117,['1-1C']
2483,COLUM14, ,185,Columbia St,COLUMBIA ST HP,1,PRIVATE WAY, ,LO,0,0,185,5,2-08,2-08,0, ,76.25594445472551,['2-08']
2484,COLUM15, ,8345,Columbus Ave,COLUMBUS AV N,1,PUBLIC WAY, ,LO,0,0,8022,2,"1-10B, 1-1C","1-10B, 1-1C",1, ,3438.59187234853,"['1-10B', ' 1-1C']"
2485,COLUM2, ,12131,Columbia Rd,COLUMBIA RD DO NB,1,PUBLIC WAY, ,AR,0,0,12131,3,"3-03, 3-05","3-03, 3-05",1, ,4999.888605681,"['3-03', ' 3-05']"
2486,COLUM3, ,12038,Columbia Rd,COLUMBIA RD DO SB,1,PUBLIC WAY, ,AR,0,0,12038,3,"3-03, 3-05","3-03, 3-05",1, ,4961.91146575735,"['3-03', ' 3-05']"
2487,COLUM6, ,6430,Columbia Rd,COLUMBIA RD MDC,1,DCR, ,AR,0,0,6430,2,3-05,3-05,0, ,2651.51096649072,['3-05']
2488,COLUM7, ,103,Columbia St,COLUMBIA ST BP,1,PUBLIC WAY, ,LO,0,0,103,2,1-1C,1-1C,0, ,42.5794840138009,['1-1C']
2489,COLUM8, ,7243,Columbus Ave,COLUMBUS AV SB,1,PUBLIC WAY, ,AR,0,0,7243,6,1-10B,1-10B,1, ,2990.85120574252,['1-10B']
2490,COLUM9, ,7183,Columbus Ave,COLUMBUS AV NB,1,PUBLIC WAY, ,AR,0,0,7183,7,1-10B,1-10B,1, ,2966.10721159122,['1-10B']
2491,COLWE1, ,642,Colwell Ave,COLWELL AV,1,PUBLIC WAY, ,LO,0,0,642,9,2-04,2-04,0, ,264.658308330297,['2-04']
2492,COMET1, ,354,Comet Pl,COMET PL,1,PUBLIC WAY, ,LO,0,0,354,7,1-10B,1-10B,1, ,146.22619573655,['1-10B']
2493,COMM 1, ,921,Commonwealth Ave. Underpass,COMM AV UNDERPASS EB,1,PUBLIC WAY, ,AR,0,0,921,8,"1-10A, 1-1C","1-10A, 1-1C",1, ,379.33817444608496,"['1-10A', ' 1-1C']"
2494,COMME1, ,4392,Commercial St,COMMERCIAL ST BP N,1,PUBLIC WAY, ,AR,0,0,4392,1,1-1B,1-1B,1, ,1808.1191583618697,['1-1B']
2495,COMME3, ,739,Commercial St,COMMERCIAL ST BP S,1,PUBLIC WAY, ,AR,0,0,739,1,1-1B,1-1B,1, ,234.114277177359,['1-1B']
2496,COMME4, ,104,Commercial Ct,COMMERCIAL CT,1,PRIVATE WAY, ,LO,0,0,104,1,1-1B,1-1B,1, ,42.982583446335,['1-1B']
2497,COMME6, ,1918,Commercial Wharf East,COMMERCIAL WHARF E,1,PRIVATE WAY, ,LO,0,0,1918,1,1-1B,1-1B,0, ,790.67965166457,['1-1B']
2498,COMMO1, ,28935,Commonwealth Ave,COMMONWEALTH AV WB,1,PUBLIC WAY, ,AR,0,0,28935,9,"1-10A, 1-1C, 2-04","1-10A, 1-1C, 2-04",1, ,11922.9583855451,"['1-10A', ' 1-1C', ' 2-04']"
2499,COMMO2, ,470,Commonwealth Ct,COMMONWEALTH CT,1,PUBLIC WAY, ,LO,0,0,470,9,2-04,2-04,0, ,193.54638775376597,['2-04']
2500,COMMO3, ,489,Commonwealth Ter,COMMONWEALTH TER,1,PUBLIC WAY, ,LO,0,0,489,9,2-04,2-04,0, ,201.382010673419,['2-04']
2501,WELDO1, ,372,Weldon St,WELDON ST,1,PUBLIC WAY, ,LO,0,0,372,7,1-10B,1-10B,1, ,153.549271970832,['1-10B']
2502,WELL 1, ,287,Well St,WELL ST,1,PUBLIC WAY, ,LO,0,0,287,1,1-1C,1-1C,1, ,118.390895942638,['1-1C']
2503,WELLA1, ,284,Welland Rd,WELLAND RD,1,PUBLIC WAY, ,LO,0,0,284,6,2-06,2-06,1, ,117.213241613434,['2-06']
2504,WELLE1, ,2289,Welles Ave,WELLES AV,1,PUBLIC WAY, ,CO,0,0,2289,4,3-07,3-07,1, ,942.082114748392,['3-07']
2505,WELLE2, ,876,Wellesley Park,WELLESLEY PK EB,1,PUBLIC WAY, ,LO,0,0,876,4,3-07,3-07,0, ,361.79811360700205,['3-07']
2506,WELLE3, ,530,Wellesley Park,WELLESLEY PK WB,1,PUBLIC WAY, ,LO,0,0,530,4,3-07,3-07,0, ,218.744149666824,['3-07']
2507,WELLI1, ,2985,Wellington Hill St,WELLINGTON HILL ST,1,PUBLIC WAY, ,CO,0,0,2985,4,3-07,3-07,0, ,1230.11881541188,['3-07']
2508,WELLI2, ,453,Wellington St,WELLINGTON ST BP,1,PUBLIC WAY, ,LO,0,0,453,7,1-1C,1-1C,0, ,186.90329468635,['1-1C']
2509,WELLI3, ,100,Wellington Ct,WELLINGTON CT,1,PRIVATE WAY, ,LO,0,0,100,7,1-10B,1-10B,1, ,41.2438057295994,['1-10B']
2510,WELLI4, ,537,Wellington Hill Fw,WELLINGTON HILL FW,1,PUBLIC WAY, ,LO,0,0,537,4,3-07,3-07,0, ,221.371386562784,['3-07']
2511,WELLI5, ,110,Wellington Pl,WELLINGTON PL,1,PRIVATE WAY, ,LO,0,0,110,1,1-1A,1-1A,0, ,45.1880156305169,['1-1A']
2512,WELLI6, ,120,Wellington St,WELLINGTON ST EB,1,PRIVATE WAY, ,LO,0,0,120,1,1-09,1-09,0, ,49.4032268326118,['1-09']
2513,WELLS1, ,1668,Wellsmere Rd,WELLSMERE RD,1,PUBLIC WAY, ,CO,0,0,1668,5,2-06,2-06,1, ,687.4168581318139,['2-06']
2514,WELLS2, ,234,Wellsmere Ter,WELLSMERE TER,1,PUBLIC WAY, ,LO,0,0,234,5,2-06,2-06,1, ,96.619367915838,['2-06']
2515,WELLS3, ,238,Wellsmere Park,WELLSMERE PARK,1,PRIVATE WAY, ,LO,0,0,238,5,2-06,2-06,1, ,98.2946328645685,['2-06']
2516,WELTO1, ,275,Welton Rd,WELTON RD,1,PUBLIC WAY, ,LO,0,0,275,6,2-06,2-06,0, ,113.30580709611401,['2-06']
2517,WENDE1, ,314,Wendell St,WENDELL ST,1,PUBLIC WAY, ,LO,0,0,314,1,1-1C,1-1C,0, ,129.395923097808,['1-1C']
2518,WENDE2, ,231,Wendeller St,WENDELLER ST,1,PUBLIC WAY, ,LO,0,0,231,2,3-05,3-05,1, ,95.28580749010521,['3-05']
2519,WENDE3, ,129,Wendell Pl,WENDELL PL,1,PRIVATE WAY, ,LO,0,0,129,2,3-05,3-05,1, ,53.4226762963831,['3-05']
2520,WENDO1, ,735,Wendover St,WENDOVER ST,1,PUBLIC WAY, ,LO,0,0,735,7,3-03,3-03,1, ,303.151654329394,['3-03']
2521,WENHA1, ,1329,Wenham St,WENHAM ST,1,PUBLIC WAY, ,LO,0,0,1329,6,2-02,2-02,0, ,548.352386784517,['2-02']
2522,WENLO1, ,622,Wenlock Rd,WENLOCK RD,1,PUBLIC WAY, ,LO,0,0,622,3,3-07,3-07,1, ,256.929986283734,['3-07']
2523,WENOA1, ,597,Wenoah St,WENOAH ST,1,PUBLIC WAY, ,LO,0,0,597,7,1-10B,1-10B,1, ,246.277406317366,['1-10B']
2524,WENSL1, ,1174,Wensley St,WENSLEY ST,1,PUBLIC WAY, ,LO,0,0,1174,8,1-10A,1-10A,0, ,483.528523943162,['1-10A']
2525,WENTW1, ,856,Wentworth St,WENTWORTH ST,1,PUBLIC WAY, ,LO,0,0,856,4,3-07,3-07,0, ,353.24236497068495,['3-07']
2526,WENTW2, ,455,Wentworth Ter,WENTWORTH TER,1,PUBLIC WAY, ,LO,0,0,455,4,3-07,3-07,0, ,187.347321153474,['3-07']
2527,WESLE1, ,284,Wesley St,WESLEY ST,1,PUBLIC WAY, ,LO,0,0,284,1,1-1A,1-1A,1, ,117.131701958943,['1-1A']
2528,WESLE2, ,153,Wesley Pl,WESLEY PL,1,PRIVATE WAY, ,LO,0,0,153,1,1-1B,1-1B,1, ,63.235992782971294,['1-1B']
2529,WESLE3, ,165,Wesleyan Pl,WESLEYAN PL,1,PRIVATE WAY, ,LO,0,0,165,1,1-1C,1-1C,0, ,68.1391817958049,['1-1C']
2530,WESSE1, ,437,Wessex St,WESSEX ST,1,PUBLIC WAY, ,LO,0,0,437,3,3-07,3-07,1, ,180.44338141945,['3-07']
2531,WEST 1, ,4147,West Broadway,WEST BROADWAY,1,PUBLIC WAY, ,AR,0,0,4147,2,3-05,3-05,0, ,1710.41171795839,['3-05']
2532,WEST 10, ,605,West Fifth St,WEST FIFTH ST N,1,PUBLIC WAY, ,LO,0,0,605,2,3-05,3-05,1, ,249.490169012884,['3-05']
2533,WEST 11, ,3007,West First St,WEST FIRST ST S,1,PUBLIC WAY, ,AR,0,0,3007,2,3-05,3-05,0, ,1239.91958099957,['3-05']
2534,WEST 12, ,1744,West Fourth St,WEST FOURTH ST S,1,PUBLIC WAY, ,CO,0,0,1744,2,3-05,3-05,0, ,719.197956414705,['3-05']
2535,WEST 13, ,2378,West Fourth St,WEST FOURTH ST N,1,PUBLIC WAY, ,AR,0,0,2378,2,"1-1C, 3-05","1-1C, 3-05",0, ,979.749331699587,"['1-1C', ' 3-05']"
2536,WEST 15, ,558,West Haven St,WEST HAVEN ST,1,PRIVATE WAY, ,LO,0,0,558,2,1-1C,1-1C,0, ,230.038280331643,['1-1C']
2537,WEST 16, ,421,West Howell St,WEST HOWELL ST,1,PUBLIC WAY, ,LO,0,0,421,2,3-03,3-03,1, ,173.65822679832698,['3-03']
2538,WEST 17, ,2480,West Milton St,WEST MILTON ST,1,PUBLIC WAY, ,AR,0,0,2480,5,2-08,2-08,0, ,1020.16063975513,['2-08']
2539,WEST 18, ,3274,West Newton St,WEST NEWTON ST,1,PUBLIC WAY, ,CO,0,0,3274,2,1-1C,1-1C,1, ,1350.69023730226,['1-1C']
2540,WEST 2, ,988,West Brookline St,WEST BROOKLINE ST N,1,PUBLIC WAY, ,CO,0,0,988,2,1-1C,1-1C,0, ,407.86005432672994,['1-1C']
2541,WEST 20, ,1381,West Ninth St,WEST NINTH ST,1,PUBLIC WAY, ,CO,0,0,1381,2,3-05,3-05,1, ,569.900325936872,['3-05']
2542,WEST 21, ,390,West Park St,WEST PARK ST,1,PUBLIC WAY, ,LO,0,0,390,4,3-03,3-03,1, ,160.522960533648,['3-03']
2543,WEST 22, ,352,West Rutland Sq,WEST RUTLAND SQ,1,PUBLIC WAY, ,LO,0,0,352,7,1-1C,1-1C,1, ,145.353412792449,['1-1C']
2544,WEST 23, ,856,West School St,WEST SCHOOL ST,1,PUBLIC WAY, ,AR,0,0,856,1,1-1A,1-1A,1, ,353.147310966538,['1-1A']
2545,WEST 24, ,4438,West Second St,WEST SECOND ST,1,PUBLIC WAY, ,LO,0,0,4438,2,3-05,3-05,0, ,1829.6863802625,['3-05']
2546,WEST 25, ,3356,West Selden St,WEST SELDEN ST,1,PUBLIC WAY, ,CO,0,0,3356,4,3-07,3-07,1, ,1383.8419238521801,['3-07']
2547,WEST 26, ,2670,West Seventh St,WEST SEVENTH ST,1,PUBLIC WAY, ,CO,0,0,2670,2,3-05,3-05,1, ,1101.06921235249,['3-05']
2548,WEST 27, ,1582,West Sixth St,WEST SIXTH ST,1,PUBLIC WAY, ,LO,0,0,1582,2,3-05,3-05,1, ,652.243246233174,['3-05']
2549,WEST 29, ,1984,West Springfield St,WEST SPRINGFIELD ST,1,PUBLIC WAY, ,LO,0,0,1984,7,1-1C,1-1C,0, ,818.7586241062421,['1-1C']
2550,WEST 3, ,704,West Brookline St,WEST BROOKLINE ST S,1,PUBLIC WAY, ,LO,0,0,704,2,1-1C,1-1C,0, ,290.58366910348997,['1-1C']
2551,WEST 30, ,6060,West St,WEST ST HP,1,PUBLIC WAY, ,AR,0,0,6060,5,2-08,2-08,0, ,2496.40513164939,['2-08']
2552,WEST 31, ,328,West St,WEST ST CH,1,PUBLIC WAY, ,LO,0,0,328,1,1-1A,1-1A,1, ,135.290789863946,['1-1A']
2553,WEST 32, ,535,West St,WEST ST BP,1,PUBLIC WAY, ,LO,0,0,535,2,1-1C,1-1C,0, ,220.47847428207,['1-1C']
2554,WEST 33, ,3862,West Third St,WEST THIRD ST,1,PUBLIC WAY, ,CO,0,0,3862,2,3-05,3-05,0, ,1592.8877150576502,['3-05']
2555,WEST 34, ,931,West Tremlett St,WEST TREMLETT ST,1,PUBLIC WAY, ,LO,0,0,931,4,3-07,3-07,0, ,383.035641325731,['3-07']
2556,WEST 35, ,1259,West Walnut Park,WEST WALNUT PARK,1,PUBLIC WAY, ,LO,0,0,1259,6,1-10B,1-10B,0, ,518.982122031936,['1-10B']
2557,WEST 36, ,3832,West Boundary Rd,WEST BOUNDARY RD,1,PUBLIC WAY, ,LO,0,0,3832,6,"2-06, 2-08","2-06, 2-08",0, ,1570.53887660884,"['2-06', ' 2-08']"
2558,WEST 37, ,309,West First St,WEST FIRST ST N,1,PUBLIC WAY, ,LO,0,0,718,2,3-05,3-05,0,04-30-22-MODIFIED LENGTH,127.448899836812,['3-05']
2559,WEST 38, ,247,West Bellflower St,WEST BELLFLOWER,1,PRIVATE WAY, ,LO,0,0,247,2,3-03,3-03,1, ,101.64451152650899,['3-03']
2560,WEST 4, ,1556,West Canton St,WEST CANTON ST,1,PUBLIC WAY, ,LO,0,0,1564,2,1-1C,1-1C,1, ,642.40100173501,['1-1C']
2561,WEST 40, ,214,West Milton Pl,WEST MILTON PL,1,PRIVATE WAY, ,LO,0,0,214,5,2-08,2-08,0, ,88.2995706499643,['2-08']
2562,WEST 5, ,1457,West Cedar St,WEST CEDAR ST,1,PUBLIC WAY, ,LO,0,0,1457,8,1-1B,1-1B,1, ,602.336932724553,['1-1B']
2563,WEST 6, ,1269,West Concord St,WEST CONCORD ST,1,PUBLIC WAY, ,LO,0,0,1269,7,1-1C,1-1C,0, ,523.633944132073,['1-1C']
2564,WEST 7, ,1560,West Cottage St,WEST COTTAGE ST,1,PUBLIC WAY, ,LO,0,0,1560,7,3-03,3-03,1, ,642.369938096893,['3-03']
2565,WEST 8, ,1140,West Dedham St,WEST DEDHAM ST,1,PUBLIC WAY, ,LO,0,0,1140,2,1-1C,1-1C,0, ,470.051739816477,['1-1C']
2566,WEST 9, ,1654,West Fifth St,WEST FIFTH ST S,1,PUBLIC WAY, ,LO,0,0,1654,2,3-05,3-05,1, ,682.172564170177,['3-05']
2567,WESTB1, ,1114,Westbourne St,WESTBOURNE ST,1,PUBLIC WAY, ,LO,0,0,1114,5,2-06,2-06,0, ,459.16749287877997,['2-06']
2568,WESTB2, ,116,Westbourne Ter,WESTBOURNE TER,1,PUBLIC WAY, ,LO,0,0,116,9,2-04,2-04,0, ,47.7476949566502,['2-04']
2569,WESTB3, ,519,Westbrook St,WESTBROOK ST,1,PUBLIC WAY, ,CO,0,0,519,1,1-09,1-09,0, ,214.524881864538,['1-09']
2570,WESTC1, ,747,Westcott St,WESTCOTT ST,1,PUBLIC WAY, ,LO,0,0,747,4,"3-03, 3-07","3-03, 3-07",1, ,308.351301919536,"['3-03', ' 3-07']"
2571,WESTC2, ,1938,Westchester Rd,WESTCHESTER RD,1,PUBLIC WAY, ,CO,0,0,1938,6,2-02,2-02,0, ,797.816369758398,['2-02']
2572,WESTE1, ,412,Westerly St,WESTERLY ST,1,PUBLIC WAY, ,LO,0,0,412,6,1-10A,1-10A,0, ,170.318855066226,['1-10A']
2573,WESTE2, ,7933,Western Ave,WESTERN AV,1,PUBLIC WAY, ,AR,0,0,7933,9,2-04,2-04,1, ,3267.8184833374894,['2-04']
2574,WESTE3, ,164,Western Pl,WESTERN PL,1,PRIVATE WAY, ,LO,0,0,164,9,2-04,2-04,1, ,67.85242754599909,['2-04']
2575,WESTF1, ,790,Westford St,WESTFORD ST,1,PUBLIC WAY, ,LO,0,0,790,9,2-04,2-04,1, ,326.135941396372,['2-04']
2576,WESTF3, ,94,Westford Pl,WESTFORD PL,1,PRIVATE WAY, ,LO,0,0,94,9,2-04,2-04,1, ,38.9197517565069,['2-04']
2577,WESTG1, ,1642,Westglow St,WESTGLOW ST,1,PUBLIC WAY, ,LO,0,0,1642,3,3-07,3-07,0, ,675.965953790507,['3-07']
2578,WESTL1, ,1145,Westland Ave,WESTLAND AV,1,PUBLIC WAY, ,AR,0,0,1145,8,"1-10A, 1-1C","1-10A, 1-1C",1, ,471.350444775867,"['1-10A', ' 1-1C']"
2579,WESTL2, ,337,Westland Entrance,WESTLAND ENTRANCE,1,PARK, ,LO,0,0,337,8,1-10A,1-10A,1, ,138.988456923351,['1-10A']
2580,LENOX2, ,1378,Lenoxdale Ave,LENOXDALE AV,1,PUBLIC WAY, ,LO,0,0,1378,3,3-07,3-07,0, ,568.922419828589,['3-07']
2581,WESTM10, ,2045,Westmoor Rd,WESTMOOR RD,1,PRIVATE WAY, ,LO,0,0,2045,6,2-06,2-06,0, ,842.960477142513,['2-06']
2582,WESTM11, ,328,Westmoor Ter,WESTMOOR TER,1,PRIVATE WAY, ,LO,0,0,328,6,2-06,2-06,0, ,135.34871865421002,['2-06']
2583,WESTM12, ,121,Westminster Ter,WESTMINSTER TER BR,1,PRIVATE WAY, ,LO,0,0,121,9,2-04,2-04,0, ,49.9321082812523,['2-04']
2584,WESTM2, ,2054,Westminster St,WESTMINSTER ST HP E,1,PUBLIC WAY, ,CO,0,0,2054,5,2-08,2-08,0, ,845.105340011351,['2-08']
2585,WESTM3, ,1368,Westminster St,WESTMINSTER ST HP W,1,PUBLIC WAY, ,CO,0,0,1368,5,2-08,2-08,1, ,562.492180625871,['2-08']
2586,WESTM4, ,144,Westminster St,WESTMINSTER ST RX,1,PUBLIC WAY, ,LO,0,0,144,7,1-10B,1-10B,1, ,59.3098500659437,['1-10B']
2587,SPEED1, ,762,Speedwell St,SPEEDWELL ST,1,PUBLIC WAY, ,LO,0,0,762,3,3-03,3-03,0, ,313.652178454905,['3-03']
2588,WESTM5, ,1327,Westmore Rd,WESTMORE RD,1,PUBLIC WAY, ,LO,0,0,1327,4,3-07,3-07,1, ,547.238477527912,['3-07']
2589,WESTM6, ,1202,Westmoreland St,WESTMORELAND ST,1,PUBLIC WAY, ,LO,0,0,1202,3,3-07,3-07,1, ,494.71838208255303,['3-07']
2590,WESTM7, ,998,Westmount Ave,WESTMOUNT AV,1,PUBLIC WAY, ,LO,0,0,998,6,2-06,2-06,0, ,411.140390057139,['2-06']
2591,WESTM8, ,155,Westminster Ter,WESTMINSTER TER RX,1,PRIVATE WAY, ,LO,0,0,155,7,1-10B,1-10B,1, ,64.1146068584632,['1-10B']
2592,WESTM9, ,109,Westmoor Cir,WESTMOOR CIR,1,PRIVATE WAY, ,LO,0,0,109,6,2-06,2-06,0, ,44.8065456621727,['2-06']
2593,WESTO1, ,1489,Westover St,WESTOVER ST,1,PUBLIC WAY, ,LO,0,0,1489,6,2-06,2-06,0, ,613.859290739138,['2-06']
2594,WESTV1, ,2079,Westview St,WESTVIEW ST,1,PUBLIC WAY, ,LO,0,0,2079,4,3-07,3-07,1, ,855.492244497072,['3-07']
2595,WESTV2, ,2495,Westville St,WESTVILLE ST,1,PUBLIC WAY, ,LO,0,0,2495,4,3-03,3-03,1, ,1026.9063391446302,['3-03']
2596,WESTV3, ,209,Westville Ter,WESTVILLE TER,1,PUBLIC WAY, ,LO,0,0,209,4,3-03,3-03,1, ,86.4950935475605,['3-03']
2597,WESTW1, ,1610,Westwind Rd,WESTWIND RD,1,PRIVATE WAY, ,LO,0,0,1610,3,3-03,3-03,0, ,664.440272384182,['3-03']
2598,WESTW2, ,570,Westwood St,WESTWOOD ST,1,PRIVATE WAY, ,LO,0,0,570,3,3-03,3-03,0, ,235.321276347211,['3-03']
2599,WEYAN1, ,389,Weyanoke St,WEYANOKE ST,1,PUBLIC WAY, ,LO,0,0,389,3,3-07,3-07,1, ,160.28879831501,['3-07']
2600,WEYBO1, ,858,Weybosset St,WEYBOSSET ST,1,PUBLIC WAY, ,LO,0,0,858,5,2-08,2-08,1, ,353.635263903672,['2-08']
2601,WEYMO1, ,490,Weymouth Ave,WEYMOUTH AV,1,PUBLIC WAY, ,LO,0,0,490,6,2-06,2-06,0, ,192.85132572772702,['2-06']
2602,WHARF1, ,132,Wharf St,WHARF ST,1,PUBLIC WAY, ,LO,0,0,302,1,1-1C,1-1C,1, ,54.512178454555,['1-1C']
2603,WHART1, ,187,Wharton Ct,WHARTON CT,1,PUBLIC WAY, ,LO,0,0,187,5,2-08,2-08,0, ,76.8398250217445,['2-08']
2604,WHEAT1, ,1725,Wheatland Ave,WHEATLAND AV,1,PUBLIC WAY, ,CO,0,0,1725,4,3-07,3-07,1, ,709.961639020711,['3-07']
2605,WHEAT2, ,277,Wheatley Way,WHEATLEY WAY,1,PUBLIC WAY, ,LO,0,0,277,7,1-10B,1-10B,0, ,114.228619446363,['1-10B']
2606,WHEEL1, ,166,Wheelock Ave,WHEELOCK AV,1,PRIVATE WAY, ,LO,0,0,166,7,3-03,3-03,0, ,68.2734874008373,['3-03']
2607,WHIPP1, ,434,Whipple Ave,WHIPPLE AV,1,PRIVATE WAY, ,LO,0,0,434,5,2-02,2-02,0, ,178.52601535398202,['2-02']
2608,WHIPP2, ,199,Whipple St,WHIPPLE ST,1,PRIVATE WAY, ,LO,0,0,199,8,1-10A,1-10A,1, ,82.0355788450593,['1-10A']
2609,WHITB1, ,329,Whitby Ter,WHITBY TER,1,PUBLIC WAY, ,LO,0,0,329,3,3-03,3-03,0, ,135.69918310621202,['3-03']
2610,WHITB2, ,437,Whitby St,WHITBY ST,1,PUBLIC WAY, ,LO,0,0,437,1,1-09,1-09,1, ,180.37901580179798,['1-09']
2611,WHITC1, ,2084,Whitcomb Ave,WHITCOMB AV,1,PUBLIC WAY, ,LO,0,0,2084,6,2-02,2-02,1, ,858.4514621512441,['2-02']
2612,WHITE1, ,2196,White St,WHITE ST,1,PUBLIC WAY, ,CO,0,0,2196,1,1-09,1-09,0, ,904.689580907119,['1-09']
2613,WHITE3, ,564,White Oak Rd,WHITE OAK RD,1,PUBLIC WAY, ,LO,0,0,564,6,2-06,2-06,0, ,232.2429370139,['2-06']
2614,WHITE4, ,185,White Street Pl,WHITE STREET PL,1,PRIVATE WAY, ,LO,0,0,185,1,1-09,1-09,1, ,76.556602625652,['1-09']
2615,WHITF2, ,2149,Whitfield St,WHITFIELD ST DO NB,1,PUBLIC WAY, ,CO,0,0,2149,4,3-07,3-07,1, ,886.624672576142,['3-07']
2616,WHITF4, ,2034,Whitford St,WHITFORD ST,1,PUBLIC WAY, ,CO,0,0,2034,5,"2-06, 2-08","2-06, 2-08",1, ,838.306415395327,"['2-06', ' 2-08']"
2617,N CRE1, ,920,North Crescent Cc,N CRESCENT CIRCUIT,1,PUBLIC WAY, ,LO,0,0,920,9,2-04,2-04,0, ,378.888816456356,['2-04']
