,GlobalID,geometry,Sidewalk_ID
26,6a5943ed-d149-4d9e-bc3e-06a61fc60cda,POINT (-7909468.4296 5215481.0669),22151
27,a61cda23-4eb0-405e-93b0-1e99888b809c,POINT (-7909472.950099998 5215473.993799999),22151
28,1d0a59b5-b0f3-4dbd-aecd-398dabea47a7,POINT (-7909474.3816 5215480.180799998),22151
29,14f334be-cc81-436e-b941-5a98694bfd4e,POINT (-7909477.9129 5215470.907499999),10172
30,5b5037c8-ad0e-4972-85f3-45752f283947,POINT (-7909457.2684 5215501.5227999985),22151
31,f153e661-564a-4f55-861c-ceac2a764951,POINT (-7909446.7355 5215519.954400003),22151
32,b6c5909d-549e-4be8-b3e1-32eaf0414164,POINT (-7909436.4323 5215519.1382),22171
33,8b17ca50-0ebb-4e58-b0ce-9114c4283f73,POINT (-7909411.3998 5215556.330300003),10322
34,ce684f2f-6eb4-43a6-97ea-9850ba93c440,POINT (-7909512.7718 5215530.727899998),11299
35,6ca69028-9f4d-4fb1-af98-789248f231c0,POINT (-7909480.0688 5215569.333800003),11299
36,1bda4ee7-aa42-41e1-a359-a1d1675d08ac,POINT (-7909476.8528 5215572.044200003),11299
37,d57c8f5a-8282-42ee-b1e6-d788e66f5a93,POINT (-7909595.7601 5215569.017800003),16416
38,dae096b7-764f-490b-875e-06112fe4d726,POINT (-7909613.9744 5215567.453599997),16416
39,dcfe91dd-24be-41a8-bc78-66498bbe9adc,POINT (-7909655.5409 5215557.178900003),16416
40,a6016da9-f6d1-4246-8af5-26dec70de8a8,POINT (-7909679.8101 5215544.8298999965),15371
41,1549745b-69c2-4fdf-8dde-6bb9921a9230,POINT (-7909501.180400002 5215605.141099997),12282
42,fb5388cd-ba59-4b66-b052-9856576ca848,POINT (-7909455.7243 5215813.398199998),11774
43,cbcdd9f0-d05f-46b8-b5bb-f5fa99f9fd89,POINT (-7909515.940199998 5215880.623599999),10857
44,334b78f0-a939-421c-96df-91e168c2a405,POINT (-7909439.2777 5215871.573299997),15871
45,7b595631-2bd0-4641-bee4-3ba7813f2acd,POINT (-7909655.4967 5215802.135399997),15870
46,f51d9172-5ed7-4483-876b-8526146f18f7,POINT (-7909620.438 5215818.754600003),11333
47,bc9720b6-ea6b-4cb5-ae21-658d8aaadfab,POINT (-7909546.2526 5215971.419500001),16501
48,125fb46b-6e5f-41ce-9785-3857c26f7fc1,POINT (-7909544.771400002 5215977.856399998),16421
49,ea57798b-dd3c-472a-a095-85594c9caf71,POINT (-7909546.76 5215936.123899996),10830
50,a17b7e19-8da2-4c75-8f2e-1136b7c890f6,POINT (-7909548.6572 5215927.961000003),10790
51,69eb6aae-4cf8-445b-81bd-664f49d500a2,POINT (-7909560.4365 5215899.889399998),10803
52,fa81e9ec-e0c9-4f63-aad4-cfd609ac629e,POINT (-7909575.664 5215845.814000003),788
53,b88d35b4-95e8-47de-8158-d3799ace4c74,POINT (-7909560.734099998 5215842.0266999975),788
54,d08f3d01-5a4f-42b2-92af-c8c96543a410,POINT (-7909608.9125 5215748.754900001),10835
55,be5a480f-575a-4d21-aefd-f80f7bada62c,POINT (-7909629.4436 5215688.126999997),10835
56,06cbe811-d59b-4727-97a2-50f7a8f1f1f7,POINT (-7909621.206700002 5215716.006499998),10835
57,71b247f4-2bf4-4097-a086-9c44ba48e637,POINT (-7909630.927100002 5215682.9014),10835
58,bb009243-bd4c-4341-88f3-b37400bc2ca5,POINT (-7909627.246 5215694.788699999),10835
59,c2f6e832-e35e-46e6-bd2d-ef6a6ddae449,POINT (-7909625.0644 5215699.0462),10835
60,e9b30383-264b-4801-89c0-68d6cc36b7c0,POINT (-7909682.1921 5215702.563299999),11297
61,ee1ae0f6-084d-4244-80d5-e6f19553f854,POINT (-7909888.5869 5215650.636500001),17486
62,b24dd767-7973-4f20-8441-bc0d66f3bc71,POINT (-7909891.0575 5215642.9529),17580
63,d346ed72-0592-4d57-b700-25dae2eab96c,POINT (-7909909.0476 5215607.450099997),12307
64,1876a29a-fb53-47ef-ab99-9cc91f7ae19c,POINT (-7909911.1849 5215601.242899999),12391
65,66a7c15d-6f0b-4357-bfa5-c9af8f582f62,POINT (-7909936.834 5215549.032300003),11361
66,a76f5305-7994-41cd-a8fd-ac67553985d2,POINT (-7909938.354 5215544.990500003),17088
67,16617441-3069-4b00-acda-77caf88460fd,POINT (-7909869.5005 5215817.948899999),15948
68,0c3962fa-11fa-40f9-b3f4-6e4c44b83290,POINT (-7909872.8806 5215818.043499999),16484
69,15ec8a4c-458e-4310-ae5e-d10b664879fe,POINT (-7909855.7654 5215839.344800003),16498
70,ce69b0de-ddd7-439a-9721-d9f73fbeb28d,POINT (-7909807.9908 5215935.912699997),16025
71,de4d49a5-94db-4d6b-b602-a6ed31ba61a5,POINT (-7909787.3795 5215980.020900004),22686
72,083d664f-e24b-4c13-ab3d-d48f8e89d1ec,POINT (-7909784.8636 5215985.2831000015),22685
73,eb6e59fd-1827-446b-ac1b-81523f3a2c88,POINT (-7909734.4975 5216121.847499996),5102
74,5a706b92-e4ab-4f13-b4ef-93f7ba304f85,POINT (-7909782.276900002 5216146.6686),5033
75,29db684b-b45d-4a91-a9f7-ffa6e266ac37,POINT (-7909952.9782 5216258.597499996),15409
76,f99ae848-7f2d-426f-b92e-ce647ecddd2d,POINT (-7909956.1103 5216234.355700001),15409
77,cea40017-3e25-413f-bdb1-cf5d74505db4,POINT (-7909960.6017 5216220.422700003),16566
78,9dc33327-fba5-4880-973d-82f362e260c5,POINT (-7909959.6316 5216194.226199999),16566
79,57fc1f54-03e7-4a92-80a2-990427bd0390,POINT (-7909961.0705 5216180.486699998),16566
80,ab6566c2-af50-4404-97e0-39b4cd223108,POINT (-7909961.7686 5216172.855899997),16566
81,1fbf7ae2-21e6-4582-97a7-f6795fa29182,POINT (-7909963.5259 5216164.434199996),16566
82,f611cc28-366b-4034-88bc-a47905fb527e,POINT (-7909965.7291 5216143.796999998),16566
83,82ebf170-d386-4885-91a6-ca5e7ac8e82d,POINT (-7909974.6208 5216136.4476),16473
84,5e7bf4f9-15b7-459c-b82c-c7bfb2fbf73c,POINT (-7909867.3738 5215982.504299998),11306
85,144cfa01-5907-4d8d-b3b2-877d3c09b8e7,POINT (-7909742.9125 5215893.270800002),22681
86,ac5e7009-2b7b-40b8-8bca-93c1c7b3a154,POINT (-7909723.9957 5215916.014300004),22681
87,ae966c83-4ab6-466c-bd8a-8057988d005e,POINT (-7909693.9381 5216006.4826000035),23136
88,1053cdd1-4405-4ed0-b11c-9aacd949d9f1,POINT (-7909691.0748 5216009.699500002),22687
89,2252e559-dfdc-44c3-be8c-f34d43c966b9,POINT (-7910076.3255 5216024.967200004),10780
90,e28416d4-e098-446f-a229-f6a5433d6ebb,POINT (-7910087.7248 5216004.100699998),16027
91,7ead1850-6476-435a-81cc-7528985b1997,POINT (-7910091.3029 5216000.2973000035),15943
92,cabf0a53-a2c1-4f21-ad01-fd1d2a4cb8c2,POINT (-7910102.1115 5215949.202600002),10227
93,a78d289c-ea32-4db3-82d6-b83aa5d35c6a,POINT (-7910103.7313 5215954.2531),10226
94,12ac68b1-909d-4616-a6cb-3b1c9e76cfce,POINT (-7909982.1791 5215684.030199997),244
95,d94ea509-cd11-4699-83ef-c7747137c638,POINT (-7909966.8795 5215669.437600002),17580
96,002c273b-000b-49e9-8f7a-597696ea7c04,POINT (-7910110.3085 5215737.369499996),11318
97,05199d1a-962d-477d-9170-d2f765457369,POINT (-7910117.9463 5215736.909999996),11319
98,8d308b03-627d-4056-9eca-2741062ca45e,POINT (-7910119.7051 5215710.364),11249
99,533d6416-76f8-48c7-a5ad-dcb0426c5e06,POINT (-7910126.4716 5215711.495499998),11372
100,bd708336-bdaa-473f-994b-d0e11d73f856,POINT (-7910124.4809 5215851.336800002),15922
101,cad9af44-c204-46f7-8999-783679d49671,POINT (-7910127.3552 5215865.3169),16489
102,5191a388-7e87-426b-b7a7-5f81035e4770,POINT (-7910118.98 5215868.765100002),16486
103,c1d36673-6a39-4506-8dbd-069c2f179fac,POINT (-7910199.1083 5215824.968999997),22181
104,523fb041-4fbc-478d-8303-b3cd3838ba8f,POINT (-7910264.208 5215983.696500003),11360
105,24e51323-fe94-4962-b381-92c58d9c259d,POINT (-7910605.7755 5215806.108400002),5543
106,9717d214-fac9-419a-8595-b15c1f755920,POINT (-7910339.919399998 5215716.1032000035),23132
107,69843cb4-451b-4868-9d6a-6650d7310c07,POINT (-7910026.9145 5215085.868799999),16886
108,455deecc-501f-494a-bff4-77a6c7bc11a2,POINT (-7909918.8932 5215182.757100001),16889
109,20b24f0a-882a-408f-8635-5b494783cbc9,POINT (-7909981.696 5215332.517800003),5067
110,19d4b086-c45b-4670-93d7-b6a07e9022f3,POINT (-7910013.3401 5215056.638700001),12271
111,94a531eb-641d-4658-acfa-dc302e5f8e31,POINT (-7910014.2964 5215040.269400001),12271
112,f755c953-f411-4d2c-ae60-2600a8e2b1e6,POINT (-7910021.2356 5215027.095399998),12271
113,c896cfae-2364-4097-9358-020b3a0d7d11,POINT (-7909866.1613 5214997.393100001),5042
114,fbc105b4-e851-4e39-ae02-19b29f26026d,POINT (-7909854.1377 5214998.820799999),5042
115,38e6be2d-37e9-43b6-a64e-ec2efe3fc467,POINT (-7909857.6151 5214990.138400003),5047
116,cbdb2e75-606b-4434-9fa4-c0f6d9940f07,POINT (-7909845.7945 5214991.712200001),5047
117,1f0c7ade-4557-46c3-b1bc-8b174126431c,POINT (-7909837.7405 5215002.409999996),5042
118,9e6017f4-cb16-428a-a686-5d662135746f,POINT (-7909820.8351 5215003.067699999),5043
119,4eb8fcb9-0e7d-4586-919e-6cc09edf03d8,POINT (-7909812.3177 5214996.897),5070
120,4deb1627-e2b6-486d-8982-c212281e7ee5,POINT (-7909796.8533 5215005.9472),5043
121,f3829584-d6e5-4273-bada-6815815a9a35,POINT (-7909940.8599 5214572.8467999995),16741
122,fdd2123a-3813-4f94-b029-9bfd1c1dc1d3,POINT (-7909733.7858 5214995.807400003),11357
123,f1a324f0-7c4c-4196-9deb-290b2ba9f486,POINT (-7909708.5583 5215009.894500002),5046
124,abed6723-9bbd-45ec-8ebe-adc56e8402ef,POINT (-7909690.4847 5215010.578100003),5046
125,27651a53-f911-4fbc-ad59-9ac6101d37e9,POINT (-7909674.2789 5215022.8957),5045
126,3796683e-0416-4b07-b199-d931877b9140,POINT (-7909652.2281 5215000.103600003),11307
127,b9aa6f4d-309c-4af3-b536-66367376bc65,POINT (-7909652.6051 5214981.105899997),11307
128,ee741784-138d-4bcc-9a9b-14b8e2e39227,POINT (-7909753.6155 5214257.5803999975),10675
129,63a8c14e-c7f3-4ed3-9076-767ce15ad3fc,POINT (-7909744.1521 5214955.849699996),15367
130,52e32ae8-460e-48aa-b56c-13a4ac8feae1,POINT (-7909781.2469 5214465.942900002),5335
131,6b17cd76-cccf-48d2-8419-4c9ad82d9bbc,POINT (-7909801.7051 5214939.6017),16891
132,d6cd4a75-31f3-42ed-aa76-39a30a732cf2,POINT (-7909810.8523 5214471.447499998),15793
133,a063b0ea-988b-4b6f-89e9-3960b5641615,POINT (-7909889.9997 5214584.629199997),15793
134,66f292b6-8a47-4811-93af-2bb1a0729b8d,POINT (-7909927.6241 5214651.594499998),15809
135,dd6e5026-5c7d-4e95-b195-0a8ba088f40f,POINT (-7909885.1171 5214736.5273),10697
136,92c3bb15-16be-4df3-80f8-b422e19b5d3c,POINT (-7909887.8092 5214749.2579),10696
137,cfd761fe-a69b-40ef-9099-da47cba43dc2,POINT (-7909860.3178 5214759.191100001),9300
138,95c2728e-89ce-4295-a81f-5e53d32463d8,POINT (-7909868.0962 5214782.109999999),9808
139,e142e52d-d684-4328-9cd3-cd9c6f44565c,POINT (-7909875.4925 5214791.903999999),5134
140,5b866d75-c8d6-433e-8c6d-46fcf38b3610,POINT (-7909692.2515 5214884.743199997),9327
141,29fd8693-df7c-4ab9-b8d0-739b789771d0,POINT (-7909631.9519 5214872.058499999),5130
142,efd636b3-a1c0-4ad9-b7fb-a471488a4b52,POINT (-7909586.42 5214708.323600002),5328
143,2c802b45-0eb6-41b2-a21a-6c37689ae8ad,POINT (-7909561.7521 5214695.341499999),5328
144,c710efca-e609-47fd-a307-a8a5cd7b79de,POINT (-7909501.444 5214635.274099998),22759
145,00e262ec-b6db-435b-b070-8ab2a8896842,POINT (-7909520.511 5214624.788999997),22760
146,c147b8f7-52f8-4d11-8a00-1a79789e7221,POINT (-7909512.6443 5214614.228100002),22759
147,d396456b-8425-40ca-ba04-e98af0046e52,POINT (-7909526.5318 5214619.905599996),22760
148,c7c34c35-9f84-45b0-9348-d9332fdbe975,POINT (-7909559.6575 5214626.754799999),5331
149,18669ff8-3e5f-4d26-b888-056f9be6e147,POINT (-7909555.568499998 5214633.641400002),5694
150,cca4ced9-ad25-4605-9866-b82c922bfb8c,POINT (-7909724.2238 5214707.316),4340
151,35eb7967-531a-45c8-80f5-054c54128bb5,POINT (-7909727.7612 5214708.0266999975),4340
152,db7bf0a7-4792-4490-92d1-7b04db46dfbb,POINT (-7909729.6306 5214713.090000004),21934
153,bb67ce4f-ebbd-4845-a655-b23051014768,POINT (-7909683.8731 5214680.739100002),4340
154,e78b03ef-a276-4a4c-b9aa-3c257fbcdc21,POINT (-7909600.9225 5214582.516000003),5453
155,73d7f5e6-25bd-4934-86c2-dd63b634deb4,POINT (-7909697.9541 5214550.7717999965),15718
156,7ca2519f-2d18-41c8-a951-1bf33d6695d7,POINT (-7910322.4505 5213961.9925),5653
157,f6e77d44-6e15-44f2-8d01-e4088122d5d7,POINT (-7910530.5317 5213940.154799998),8828
158,7a1c894f-a874-48e9-b451-cc6c18d38652,POINT (-7910855.6107 5213917.290299997),16711
159,8565511f-77b0-442c-85a9-171896389a88,POINT (-7910847.8439 5213952.549699999),16711
160,dc3f33f3-e1ce-4fd4-8e66-22b84f83b1ca,POINT (-7910847.3776 5213959.619400002),16711
161,9f1266c7-25ae-4d1f-8114-6e5b07aaa72b,POINT (-7910433.4975 5214739.039899997),22654
162,cd4fbbfa-4541-442b-8128-ad0f635c24cc,POINT (-7910846.5312 5214047.670000002),22721
163,1e9e3d8b-91e3-4580-8953-9753e505442f,POINT (-7910854.460000002 5214012.179499999),22721
164,c9602422-75dd-46f6-b1f2-273c9681b8a6,POINT (-7910859.0492 5213990.996799998),22721
165,663f2f57-6f15-47a2-bec7-5714fe942057,POINT (-7910859.6345 5213970.243299998),17287
166,70e4fd87-df87-4eba-bad7-f49eb78af348,POINT (-7910867.8609 5213940.070200004),17287
167,a7b04731-d03f-4987-9e82-0e7a9429be03,POINT (-7910877.6068 5213932.552699998),17287
168,736d4655-f597-42d4-8a0e-beeb9d4256d2,POINT (-7910818.4318 5213890.7108),5462
169,ad3dc027-b1a1-4827-8ddf-c13f5cd97ef7,POINT (-7910383.1211 5213923.101599999),15713
170,d731ff92-4197-4a47-8d28-39a09b28fcc2,POINT (-7910467.8138 5213927.017300002),5372
171,306f28f7-ab71-407e-852a-04182d38aa0c,POINT (-7910438.543 5213923.807499997),15716
172,ca57c93f-a92e-4c13-b407-78855863a7ef,POINT (-7910432.1331 5213890.7764),15716
173,320129aa-fade-441f-8ff2-77c0effd5abe,POINT (-7910419.5862 5213848.5119),15716
174,aa56845c-181f-4f43-87bc-8810e69555b4,POINT (-7910135.9822 5214027.612099998),11141
175,28d9a7d3-384d-4fc4-a88f-81243a910ec9,POINT (-7910047.7365 5214829.6635000035),5341
176,9d18c0cb-de57-4f95-8c91-241a93af9264,POINT (-7910056.8171 5214754.802299999),5341
177,cb270bb0-3476-4051-8e49-438a0bbc8f4a,POINT (-7910059.7412 5214491.608000003),4955
178,46102ec7-80a1-4ac6-a5a7-7ab620415b2a,POINT (-7910683.4343 5214261.404200003),9795
179,2d390aa6-53f5-4e60-89a0-b9ea9579da66,POINT (-7910673.839 5214251.2776999995),9776
180,c01ed897-0bfb-4c3d-a921-6179baa6e72a,POINT (-7910561.384299998 5214203.498099998),22052
181,df832d40-97e8-44df-bfee-c7dfb3c7965f,POINT (-7910554.8623 5214211.579400003),22484
182,7c9e4997-0c77-45fa-bb44-19632ed513a3,POINT (-7910323.0484 5214502.2163999975),22475
183,8043e33c-fb3c-42d3-af0a-9aa2b4210cab,POINT (-7910222.390900002 5214890.070699997),5178
184,aa2df2ef-42f0-40a9-a092-d681a1b8f44a,POINT (-7910278.2915 5214810.157899998),5133
185,4b327d6e-1e73-43e0-9591-1282ae90f4fc,POINT (-7910115.6671 5214874.3386999965),22650
186,a5374ca3-3fd6-447c-a932-c4468143a98f,POINT (-7910193.397500002 5214592.122500002),22216
187,b998ca87-7879-4384-bff4-9bb1c2a12172,POINT (-7910163.548 5214873.568400003),4975
188,3222b893-9659-445c-84f7-3e088dc0be57,POINT (-7910425.8258 5214050.306900002),4917
189,9bad9f29-3356-48b5-9b3e-30c45dcd4682,POINT (-7910419.9933 5214059.7870000005),4917
190,926e87be-6f13-4dd2-90a8-04d461e401b9,POINT (-7910239.7734 5214057.763400003),4354
191,9563a380-7672-44e2-a687-64c9896bfc31,POINT (-7910265.1249 5214060.0035),4354
192,f2ae1ce1-c4ce-4754-870c-e55d344e521f,POINT (-7910198.9444 5214053.847099997),26
193,0996c4e9-1559-4945-9a8c-4a1f39a7b56f,POINT (-7910145.1429 5214119.145400003),15790
194,11ded32d-5b37-4685-b6a8-90d27ac6518d,POINT (-7910156.4081 5214127.943499997),15790
195,009f8b5e-81f2-450b-bf01-97818bea4880,POINT (-7910175.569 5214147.158),15790
196,3b0155af-c23e-453a-96c4-d8a06256c1a5,POINT (-7910224.280200002 5214175.494999997),11958
197,e6edf826-f88b-490a-8e37-55a07ee09fd3,POINT (-7910229.543 5214194.1285),16230
198,4c61adc4-c6bd-4389-a802-16cc0a5c4a2c,POINT (-7910121.4049 5214452.298100002),4387
199,d75f746d-3b55-42cc-afbd-858bbfb69b8a,POINT (-7910163.0629 5214355.397100002),5359
200,b560bff7-4867-4cf2-90c7-da0c6fcf8337,POINT (-7910252.878799998 5214243.383299999),4907
201,4205c9d8-e52c-4b97-ac4e-a61a3c9701ba,POINT (-7910919.5561 5214622.749399997),4600
202,e3c32bc4-0dfa-4564-a274-cbf6eda34c80,POINT (-7910936.6249 5214616.408200003),417
203,56223330-dad4-4bf0-8471-0dcf89c0230c,POINT (-7910919.0832 5214708.427000001),9617
204,fd3782df-d510-4f3f-9b3f-b6db6f0a4b4f,POINT (-7910919.3757 5214718.5178999975),9618
205,990b8b96-100a-40b4-9cdc-c23832eba631,POINT (-7910801.2212 5214986.683600001),9651
206,f2c647a6-8406-49d1-bc8f-8f99ae68337a,POINT (-7910759.1543 5214985.652999997),15377
207,a894c79f-519e-44b0-8f92-0cb064b676e8,POINT (-7910719.4179 5214970.920500003),8565
208,a229cfec-30b6-4c1f-8c4b-b80d8f61c93c,POINT (-7910706.9184 5214983.768200003),9649
209,03284ff4-69d0-4d10-8907-fc1ce14d18a9,POINT (-7910664.5374 5214944.406400003),4534
210,673ef2a0-14cf-4837-a039-43c88c6ae54e,POINT (-7910531.7228 5214988.7201000005),12395
211,a00a75df-9486-49ef-87db-0cb8efd595fa,POINT (-7910537.9385 5214813.803099997),16429
212,ec878daf-0a9d-4d82-adc3-d37d82d86a1b,POINT (-7910496.6832 5214781.323700003),12396
213,d4c82815-634c-4790-aadd-23d1d18c94f5,POINT (-7910520.354 5214789.262100004),4561
214,eb96e64a-6df0-47b9-9bda-49a548cc70dd,POINT (-7910562.223 5214783.232799999),4561
215,777fa83e-a266-488c-bf46-1b84025f38a6,POINT (-7910605.1117 5214770.183799997),4555
216,6bc432c4-5fa0-4255-93d2-370f359a111d,POINT (-7910720.2903 5214691.7228000015),15895
217,44cbb8d7-ffbe-4d99-995a-14d3263f8734,POINT (-7910737.239600002 5214694.2733),4600
218,6655a68a-330b-4e9f-9685-67a6c77bcb88,POINT (-7910740.0529 5214715.391099997),5551
219,304ed2b8-279d-448d-b262-aa559717a910,POINT (-7910857.6784 5214948.603),9619
220,e80a4f00-b5b7-4506-802e-8d5190170d80,POINT (-7910854.2931 5214896.648500003),9619
221,9417048e-e0e5-43af-a32c-4c7e81fd6ac9,POINT (-7910855.0231 5214860.373499997),9619
222,9f285570-9e92-4c09-9d4c-228fd86f1c8e,POINT (-7910806.0397 5214832.028099999),9305
223,6b33c484-64c8-41f7-9b9b-3d4904f1ddc5,POINT (-7910855.7194 5214841.082999997),9619
224,13d14c7f-5312-4fc8-80b3-b84c22958b49,POINT (-7910844.2079 5214853.924500003),9305
225,00b4eafd-5a86-4827-a7ed-8885f11c784b,POINT (-7910863.7652 5214822.687100001),9620
226,ca54a1c3-ba11-4f76-aa16-3a8b137610b7,POINT (-7910904.820699998 5214823.400799997),9620
227,87b73049-4483-47b9-86ce-4af79c3ca50a,POINT (-7910881.867900002 5214821.865800001),9620
228,7e23f1b4-9681-453d-b946-59f7270a4365,POINT (-7910931.5847 5214864.020900004),9643
229,78753fcc-7511-4f0b-9f42-f95bc5f1bdc7,POINT (-7910952.0482 5214887.196599998),12290
230,aef8c3a9-ec22-4668-8209-30ad53e824a4,POINT (-7910960.4877 5214876.387800001),12275
231,6733e394-5a47-44ed-8b5a-063fc2263884,POINT (-7910976.3228 5214876.442299999),12275
232,7b1b0853-d816-46e5-89f5-f974da396e4a,POINT (-7910968.939 5214888.009300001),12290
233,492cb66f-4683-41a2-a4a6-c8a824dabf1d,POINT (-7911012.5706 5214893.506099999),12290
234,88824add-3e8d-43b1-81bd-c896177105d0,POINT (-7911005.140900002 5214875.195299998),12275
235,d8434e27-77df-444d-a326-8b5d672f27fb,POINT (-7911030.0995 5214876.9146),12275
236,3e9783ea-f5a7-4ee0-b7f5-782c2d2694c6,POINT (-7911041.2792 5214876.9881),12275
237,9777939b-9c6f-40c5-9fe8-2842d6af38e8,POINT (-7911052.0416 5214875.637400001),12275
238,20f1a2e5-4c98-40bd-b04d-bde7753f527f,POINT (-7911073.987400002 5214874.3345),12275
239,1eafc83e-0d34-4f0d-8615-f47686c93099,POINT (-7911087.4703 5214874.862199999),12275
240,8600020c-142d-4597-bfc0-3340d72acfc2,POINT (-7911100.242 5214876.928999998),12275
241,7b7cbf1e-c944-465f-9d8a-023093f11abd,POINT (-7911107.0873 5214877.702799998),12275
242,143f3d6c-0ad0-4010-a88d-8f19f2b1c2c0,POINT (-7911110.1274 5214875.412799999),12275
243,6b939012-835f-4f2b-8303-81cb626a2a37,POINT (-7911114.1699 5214889.599699996),12290
244,bcaced34-d512-4440-9b48-b6cfca3573d8,POINT (-7911126.8151 5214891.304899998),15901
245,87aea1bd-03fc-4a35-ac15-24cec034e88f,POINT (-7911103.8683 5214881.815700002),12275
246,85ad33c8-de63-4c96-8d46-3bb3c1b36c1c,POINT (-7911162.2602 5214889.649800003),15901
247,f58ce9a5-9684-4033-bc39-253c752eabee,POINT (-7911214.6899 5214874.8112),12274
248,644b8cdb-111a-40be-88e4-168cc6308769,POINT (-7911222.4462 5214874.9036),12389
249,4436e4ab-90b6-4365-858d-f6ac70717832,POINT (-7911232.4408 5214873.3178),12389
250,589527b5-d826-4ae0-ac7d-a1f482c9cc8b,POINT (-7911240.167 5214875.328699999),12389
251,59e9535e-dfad-4285-b9bb-dd4c75a90af6,POINT (-7911245.6465 5214876.356700003),12389
252,b34d1c31-25f3-48db-9dc8-575c5bc67593,POINT (-7911263.1038 5214890.2277000025),15898
253,4421ad48-4e32-48da-97c4-f4b8e3db3b8c,POINT (-7911235.2667 5214889.241899997),15898
254,00f4b267-a012-45cd-949e-2364cb23c415,POINT (-7911253.5898 5214877.289499998),12389
255,d7060e5a-1c46-4881-9e7c-16a04afb64cd,POINT (-7911262.6441 5214878.879600003),12389
256,7d0b8c22-63ee-42d8-a905-487ce0e1bcab,POINT (-7911267.5504 5214879.4855),12389
257,17214b8a-4a4f-4a3f-b8e3-0d622c02bed9,POINT (-7911273.3074 5214878.972199999),12389
258,3c6c084e-4b04-47d5-a4cc-5cd374392b3a,POINT (-7911276.6489 5214877.763599999),12389
259,92249fbb-1588-421b-b9ae-112ddb6a7e19,POINT (-7911301.7013 5214886.909500003),15898
260,854959fa-bbc2-4e4d-b859-23b4d111556f,POINT (-7911347.689 5214886.703699999),15898
261,7d835717-da3f-40ce-b2b6-116f762834f8,POINT (-7911303.33 5214879.419399999),12389
262,89306c00-5dda-408e-897a-98983278006a,POINT (-7911358.3724 5214886.083499998),15899
263,92841281-f6de-426e-9f06-0c467dca6049,POINT (-7911397.1166 5214887.392099999),15899
264,d1c404fd-36ed-43ea-b1a4-4a846cbc0891,POINT (-7911375.0173 5214879.4516),12287
265,1f2e2e57-f79a-4bed-847f-8dfd98b6f21e,POINT (-7911426.5599 5214888.629799999),15899
266,9ac371c1-2b18-4ccf-a105-e686e1483e48,POINT (-7911392.229699998 5214880.046400003),12287
267,0850bae0-b95c-454e-afa6-4d7b1089cc55,POINT (-7911409.739600002 5214880.352899998),12287
