,case_enquiry_id,open_dt,target_dt,closed_dt,ontime,case_status,closure_reason,case_title,subject,reason,type,location,location_street_name,location_zipcode,latitude,longitude,source
33693,101004644796,2023-01-26 15:25:00,2023-01-27 15:25:41,,OVERDUE,Open, ,BREAK OUT,Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),4 Myrtlebank Ave  Dorchester  MA  02124,4 Myrtlebank Ave,2124.0,42.2825,-71.0539,Citizens Connect App
33782,101004646003,2023-01-27 12:54:00,2023-01-30 12:54:12,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),131-141 Main St  Charlestown  MA  02129,131-141 Main St,2129.0,42.3747,-71.0635,Citizens Connect App
33913,101004647753,2023-01-29 10:11:00,2023-01-31 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),288-298 Tremont St  Boston  MA  02116,288-298 Tremont St,2116.0,42.3594,-71.0587,Citizens Connect App
33922,101004647854,2023-01-29 11:26:00,2023-01-31 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),915 Blue Hill Ave  Dorchester  MA  02124,915 Blue Hill Ave,2124.0,42.2932,-71.0889,Citizens Connect App
34265,101004651936,2023-02-01 11:59:00,2023-02-02 11:59:32,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of W Brookline St & Tremont St  Roxbury  MA  ,INTERSECTION W Brookline St & Tremont St,,42.3594,-71.0587,Citizens Connect App
34437,101004662752,2023-02-09 14:57:00,2023-02-10 14:57:14,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),31 Savin Hill Ave  Dorchester  MA  02125,31 Savin Hill Ave,2125.0,42.3128,-71.0577,Citizens Connect App
34669,101004657809,2023-02-06 10:21:23,2024-02-06 10:21:23,,ONTIME,Open, ,Sidewalk Repair,Public Works Department,Highway Maintenance,Sidewalk Repair,400 Frontage Rd  Roxbury  MA  02118,400 Frontage Rd,2118.0,42.3412,-71.0616,Employee Generated
34999,101004662349,2023-02-09 10:59:00,2023-02-10 10:59:41,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),1231 Adams St  Mattapan  MA  02124,1231 Adams St,2124.0,42.2719,-71.0684,Constituent Call
35128,101004663843,2023-02-10 12:53:00,2023-02-13 12:53:16,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),50 Caryll St  Mattapan  MA  02126,50 Caryll St,2126.0,42.2753,-71.0775,Citizens Connect App
35214,101004664939,2023-02-11 13:03:00,2023-02-14 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),43 Rosewood St  Mattapan  MA  02126,43 Rosewood St,2126.0,42.2679,-71.0985,Citizens Connect App
35267,101004665455,2023-02-12 13:49:00,2023-02-14 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),12 Verona St  Jamaica Plain  MA  02130,12 Verona St,2130.0,42.3074,-71.1124,Citizens Connect App
35359,101004666500,2023-02-13 13:25:00,2023-02-14 13:25:15,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Byron St & Saratoga St  East Boston  MA  ,INTERSECTION Byron St & Saratoga St,,42.3594,-71.0587,Citizens Connect App
35488,101004668135,2023-02-14 15:45:00,2023-02-15 15:45:15,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),650 Huntington Ave  Mission Hill  MA  02120,650 Huntington Ave,2120.0,42.3353,-71.1004,Citizens Connect App
35771,101004681280,2023-02-17 07:45:00,2023-02-21 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),44 Rosewood St  Mattapan  MA  02126,44 Rosewood St,2126.0,42.2678,-71.098,Citizens Connect App
35868,101004693418,2023-03-01 13:22:00,2023-03-02 13:22:09,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Beacon St & School St  Boston  MA  ,INTERSECTION Beacon St & School St,,42.3594,-71.0587,Citizens Connect App
35890,101004682555,2023-02-18 11:11:00,2023-02-23 11:11:37,,OVERDUE,Open, ,Missing Sign,Transportation - Traffic Division,Signs & Signals,Missing Sign,INTERSECTION of Boston University Brg & Commonwealth Ave  Boston  MA  ,INTERSECTION Boston University Brg & Commonwealth Ave,,42.3594,-71.0587,Constituent Call
35906,101004682729,2023-02-18 15:18:00,2023-02-22 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Bianculli Blvd & William T Morrissey Blvd  Dorchester  MA  ,INTERSECTION Bianculli Blvd & William T Morrissey Blvd,,42.3594,-71.0587,Citizens Connect App
35941,101004683150,2023-02-19 11:47:00,2023-02-22 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),15 Irving St  Boston  MA  02114,15 Irving St,2114.0,42.3607,-71.0665,Citizens Connect App
36029,101004684268,2023-02-20 22:01:00,2023-02-22 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),624-626 E Second St  South Boston  MA  02127,624-626 E Second St,2127.0,42.3374,-71.0383,Citizens Connect App
36126,101004685588,2023-02-22 07:57:00,2023-02-23 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),41 Irving St  Boston  MA  02114,41 Irving St,2114.0,42.3599,-71.0665,Constituent Call
36209,101004686552,2023-02-22 18:43:00,2023-02-24 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Public Alley No. 437 & Arlington St  Boston  MA  ,INTERSECTION Public Alley No. 437 & Arlington St,,42.3594,-71.0587,Citizens Connect App
36263,101004687365,2023-02-23 14:46:00,,,ONTIME,Open, ,Sidewalk Cover / Manhole,Boston Water & Sewer Commission,Sidewalk Cover / Manhole,Sidewalk Cover / Manhole,427 Cummins Hwy  Hyde Park  MA  02131,427 Cummins Hwy,2131.0,42.2752,-71.1118,Constituent Call
36519,101004690950,2023-02-27 11:59:00,2023-02-28 11:59:42,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),28 Prospect St  Charlestown  MA  02129,28 Prospect St,2129.0,42.3755,-71.0582,Constituent Call
36675,101004693089,2023-03-01 10:10:00,2023-03-02 10:10:05,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),478-482 Commercial St  Boston  MA  02109,478-482 Commercial St,2109.0,42.3677,-71.0542,Citizens Connect App
37044,101004616099,2023-01-01 15:18:00,2023-01-04 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),21 Saint Marks Rd  Dorchester  MA  02124,21 Saint Marks Rd,2124.0,42.2914,-71.0614,Citizens Connect App
37110,101004697912,2023-03-06 08:36:00,2023-03-07 08:36:02,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),296 Columbus Ave  Boston  MA  02116,296 Columbus Ave,2116.0,42.3466,-71.074,Constituent Call
37146,101004698495,2023-03-06 13:29:46,2023-03-07 13:29:49,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Pilgrim Rd & Longwood Ave  Boston  MA  ,INTERSECTION Pilgrim Rd & Longwood Ave,,42.3594,-71.0587,Citizens Connect App
37168,101004698832,2023-03-06 16:36:00,2023-03-07 16:36:59,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),261 Main St  Charlestown  MA  02129,261 Main St,2129.0,42.3771,-71.0663,Constituent Call
37317,101004700528,2023-03-08 06:36:00,2023-03-09 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),46 Paragon Rd  West Roxbury  MA  02132,46 Paragon Rd,2132.0,42.2693,-71.1637,Citizens Connect App
37450,101004722215,2023-03-09 10:55:00,2023-03-10 10:55:45,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),63A Appleton St  Boston  MA  02116,63A Appleton St,2116.0,42.3459,-71.0726,Citizens Connect App
37555,101004723593,2023-03-10 12:18:00,2023-03-13 12:18:17,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),1188-1192 Blue Hill Ave  Mattapan  MA  02126,1188-1192 Blue Hill Ave,2126.0,42.2838,-71.0913,Constituent Call
37556,101004723601,2023-03-10 12:26:00,2023-03-13 12:26:04,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),689-695 Huntington Ave  Boston  MA  02115,689-695 Huntington Ave,2115.0,42.3353,-71.1031,Citizens Connect App
37573,101004723759,2023-03-10 14:26:00,2023-03-14 15:26:59,,ONTIME,Open, ,Missing Sign,Transportation - Traffic Division,Signs & Signals,Missing Sign,INTERSECTION of Yarmouth St & Columbus Ave  Boston  MA  ,INTERSECTION Yarmouth St & Columbus Ave,,42.3594,-71.0587,Constituent Call
37581,101004724072,2023-03-10 18:33:00,2023-03-14 08:30:00,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Sunderland St & Crawford St  Dorchester  MA  ,INTERSECTION Sunderland St & Crawford St,,42.3594,-71.0587,Citizens Connect App
37992,101004619676,2023-01-04 15:35:00,2023-01-05 15:35:52,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),284 Bowen St  South Boston  MA  02127,284 Bowen St,2127.0,42.3346,-71.0486,Citizens Connect App
38064,101004620821,2023-01-05 14:09:00,2023-01-06 14:09:56,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),38 Nelson St  Dorchester  MA  02124,38 Nelson St,2124.0,42.2822,-71.0824,Constituent Call
38128,101004621538,2023-01-06 09:22:00,2023-01-09 09:22:49,,OVERDUE,Open, ,Park Improvement: Sumner and Lamson St. Playground - BPRD,Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Lamson St & Sumner St  East Boston  MA  ,INTERSECTION Lamson St & Sumner St,,42.3594,-71.0587,Citizens Connect App
38253,101004622979,2023-01-07 14:09:00,2023-01-10 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),119 Magnolia St  Dorchester  MA  02125,119 Magnolia St,2125.0,42.3147,-71.0719,Citizens Connect App
38265,101004623087,2023-01-07 15:57:00,2023-01-10 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),111 Claybourne St  Dorchester  MA  02124,111 Claybourne St,2124.0,42.2958,-71.0714,Citizens Connect App
38409,101004624671,2023-01-09 12:35:00,2023-01-10 12:35:22,,OVERDUE,Open, ,Sidewalk (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),73 Saint Marks Rd  Dorchester  MA  02124,73 Saint Marks Rd,2124.0,42.2921,-71.0585,City Worker App
38413,101004624778,2023-01-09 13:37:00,2023-01-10 13:37:34,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),131-141 Main St  Charlestown  MA  02129,131-141 Main St,2129.0,42.3747,-71.0635,Citizens Connect App
38590,101004626810,2023-01-10 23:12:00,2023-01-12 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Utica St & Beach St  Boston  MA  ,INTERSECTION Utica St & Beach St,,42.3594,-71.0587,Citizens Connect App
38699,101004628175,2023-01-12 06:52:00,2023-01-13 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Church Ct & Dexter Row  Charlestown  MA  ,INTERSECTION Church Ct & Dexter Row,,42.3594,-71.0587,Citizens Connect App
38838,101004629913,2023-01-13 12:03:00,2023-01-17 12:03:15,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),655 Tremont St  Roxbury  MA  02118,655 Tremont St,2118.0,42.3421,-71.0757,Citizens Connect App
38955,101004631103,2023-01-14 17:57:00,2023-01-18 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),3 Saint Brendan Rd  Dorchester  MA  02124,3 Saint Brendan Rd,2124.0,42.2798,-71.0504,Citizens Connect App
39641,101004640212,2023-01-23 11:27:00,2023-01-24 11:27:22,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),40 Anderson St  Boston  MA  02114,40 Anderson St,2114.0,42.3598,-71.0676,Constituent Call
39668,101004640672,2023-01-23 16:00:00,2023-01-24 16:00:44,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),82 Cornell St  Roslindale  MA  02131,82 Cornell St,2131.0,42.2764,-71.1313,Constituent Call
39699,101004641070,2023-01-24 07:27:00,2023-01-26 07:27:04,,OVERDUE,Open, ,Unshoveled Sidewalk,Public Works Department,Code Enforcement,Unshoveled Sidewalk,267 Centre St  Jamaica Plain  MA  02130,267 Centre St,2130.0,42.3232,-71.1007,Citizens Connect App
40005,101004644633,2023-01-26 13:45:00,2023-01-27 13:45:09,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),966 South St  Roslindale  MA  02131,966 South St,2131.0,42.2876,-71.1383,Constituent Call
40026,101004644911,2023-01-26 16:42:00,2023-01-27 16:42:28,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),1 Wellington St  Roxbury  MA  02118,1 Wellington St,2118.0,42.3415,-71.0814,Citizens Connect App
40091,101004645673,2023-01-27 09:59:00,2023-01-30 09:59:11,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),56 Clearwater Dr  Mattapan  MA  02126,56 Clearwater Dr,2126.0,42.2746,-71.0766,Constituent Call
40187,101004646809,2023-01-28 08:20:00,2023-01-31 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),3 Parkman St  Dorchester  MA  02122,3 Parkman St,2122.0,42.2961,-71.0609,Citizens Connect App
40188,101004646836,2023-01-28 08:41:00,2023-01-31 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),197 Centre St  Dorchester  MA  02124,197 Centre St,2124.0,42.2922,-71.0643,Citizens Connect App
40229,101004647285,2023-01-28 14:56:00,2023-01-31 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),19 Irving St  Boston  MA  02114,19 Irving St,2114.0,42.3606,-71.0665,Citizens Connect App
40269,101004647748,2023-01-29 10:02:00,2023-01-31 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),10 Brownson Ter  Roslindale  MA  02131,10 Brownson Ter,2131.0,42.2996,-71.1295,Constituent Call
40418,101004649327,2023-01-30 13:55:00,2023-01-31 13:55:51,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),31 Dale St  Roxbury  MA  02119,31 Dale St,2119.0,42.3209,-71.0837,Constituent Call
40478,101004649953,2023-01-30 21:29:00,2023-02-01 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),50-52 Warren St  Charlestown  MA  02129,50-52 Warren St,2129.0,42.3737,-71.0619,Citizens Connect App
40594,101004651205,2023-01-31 18:36:00,2023-02-02 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Fairland St & Mount Pleasant Ave  Roxbury  MA  ,INTERSECTION Fairland St & Mount Pleasant Ave,,42.3594,-71.0587,Citizens Connect App
41073,101004658088,2023-02-06 11:55:00,2023-02-07 11:55:12,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),41 West St  Boston  MA  02111,41 West St,2111.0,42.355,-71.0627,Constituent Call
41086,101004658285,2023-02-06 13:18:00,2023-02-07 13:18:45,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),240 Stuart St  Boston  MA  02116,240 Stuart St,2116.0,42.3502,-71.0691,Constituent Call
41166,101004659382,2023-02-07 09:33:00,2023-02-08 09:33:18,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),71-75 Foundry St  South Boston  MA  02127,71-75 Foundry St,2127.0,42.3432,-71.0586,Citizens Connect App
41206,101004659707,2023-02-07 12:12:00,2023-02-08 12:12:57,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),8 Hemlock Rd  West Roxbury  MA  02132,8 Hemlock Rd,2132.0,42.2713,-71.1693,Constituent Call
41267,101004660399,2023-02-07 20:10:00,2023-02-09 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Hubbardston Rd & Savin Hill Ave  Dorchester  MA  ,INTERSECTION Hubbardston Rd & Savin Hill Ave,,42.3594,-71.0587,Citizens Connect App
41350,101004661435,2023-02-08 14:36:00,2023-02-09 14:36:51,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),37 Mascot St  Dorchester  MA  02124,37 Mascot St,2124.0,42.2854,-71.0848,Constituent Call
41555,101004663675,2023-02-10 11:05:00,2023-02-13 11:05:40,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),16 Kingsboro Park  Jamaica Plain  MA  02130,16 Kingsboro Park,2130.0,42.3182,-71.1113,Citizens Connect App
41572,101004663988,2023-02-10 14:15:00,2023-02-13 14:15:31,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),2574 Centre St  West Roxbury  MA  02132,2574 Centre St,2132.0,42.2624,-71.1632,Constituent Call
41642,101004664814,2023-02-11 13:17:00,2023-02-14 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),31 Bardwell St  Jamaica Plain  MA  02130,31 Bardwell St,2130.0,42.3081,-71.1176,Citizens Connect App
41649,101004664897,2023-02-11 15:11:00,2023-02-14 08:30:00,,OVERDUE,Open, ,BRICKS,Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),95 Waltham St  Roxbury  MA  02118,95 Waltham St,2118.0,42.3437,-71.0709,Citizens Connect App
41880,101004667610,2023-02-14 10:15:00,2023-02-15 10:15:07,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),277-279 Border St  East Boston  MA  02128,277-279 Border St,2128.0,42.3774,-71.0397,Citizens Connect App
41998,101004669015,2023-02-15 11:28:00,2023-02-16 11:30:09,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),8 Joy St  Boston  MA  02108,8 Joy St,2108.0,42.3587,-71.0652,Citizens Connect App
42118,101004680416,2023-02-16 11:55:00,2023-02-17 11:55:45,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),68 Addington Rd  West Roxbury  MA  02132,68 Addington Rd,2132.0,42.2906,-71.1639,Citizens Connect App
42175,101004681107,2023-02-16 21:46:00,2023-02-21 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),83 Colberg Ave  Roslindale  MA  02131,83 Colberg Ave,2131.0,42.2842,-71.143,Citizens Connect App
42196,101004681415,2023-02-17 08:56:00,2023-02-21 08:56:42,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),3 Centre Ave  Dorchester  MA  02124,3 Centre Ave,2124.0,42.293,-71.0629,Constituent Call
42200,101004681474,2023-02-17 09:20:00,2023-02-21 09:20:33,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),39 W Newton St  Roxbury  MA  02118,39 W Newton St,2118.0,42.3391,-71.0742,Citizens Connect App
42486,101004685475,2023-02-22 02:50:08,2024-02-22 02:50:08,,ONTIME,Open, ,Sidewalk Repair,Public Works Department,Highway Maintenance,Sidewalk Repair,INTERSECTION of Peaceable St & Academy Hill Rd  Brighton  MA  ,INTERSECTION Peaceable St & Academy Hill Rd,,42.3594,-71.0587,Employee Generated
42536,101004686046,2023-02-22 12:01:00,2023-02-23 12:01:57,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),1200 Washington St  Roxbury  MA  02118,1200 Washington St,2118.0,42.343,-71.0664,Constituent Call
42678,101004687939,2023-02-24 08:11:00,2023-02-27 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),221 W Canton St  Boston  MA  02116,221 W Canton St,2116.0,42.3454,-71.0771,Citizens Connect App
42806,101004689738,2023-02-25 20:11:00,2023-02-28 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),18 Tuckerman St  South Boston  MA  02127,18 Tuckerman St,2127.0,42.3315,-71.0546,Citizens Connect App
42854,101004690225,2023-02-26 17:29:00,2023-02-28 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Lewis St & Fulton St  Boston  MA  ,INTERSECTION Lewis St & Fulton St,,42.3594,-71.0587,Citizens Connect App
42875,101004616044,2023-01-01 13:59:00,2023-01-04 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),209 W Springfield St  Roxbury  MA  02118,209 W Springfield St,2118.0,42.3406,-71.0802,Citizens Connect App
42932,101004617039,2023-01-02 20:15:00,2023-01-04 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),584 E Broadway  South Boston  MA  02127,584 E Broadway,2127.0,42.3358,-71.0408,Citizens Connect App
43049,101004694779,2023-03-02 14:56:00,,,ONTIME,Open, ,Sidewalk Cover / Manhole,Boston Water & Sewer Commission,Sidewalk Cover / Manhole,Sidewalk Cover / Manhole,459 Beacon St  Boston  MA  02115,459 Beacon St,2115.0,42.351,-71.088,Constituent Call
43861,101004722714,2023-03-09 16:27:00,2023-03-10 16:27:43,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),24 Lawton St  Hyde Park  MA  02136,24 Lawton St,2136.0,42.2351,-71.1283,Citizens Connect App
43914,101004723493,2023-03-10 11:11:00,2023-03-13 11:11:43,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),250 First Ave  Charlestown  MA  02129,250 First Ave,2129.0,42.3783,-71.0495,Constituent Call
44000,101004724669,2023-03-11 16:33:25,2023-03-14 08:30:00,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Allen's Aly & Lagrange St  Boston  MA  ,INTERSECTION Allen's Aly & Lagrange St,,42.3594,-71.0587,Citizens Connect App
44022,101004699727,2023-03-07 11:21:00,2023-03-08 11:21:27,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),63 Chatham St  Boston  MA  02109,63 Chatham St,2109.0,42.3596,-71.054,Citizens Connect App
44030,101004699805,2023-03-07 12:02:00,2023-03-08 12:02:29,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),15 Vesta Rd  Dorchester  MA  02124,15 Vesta Rd,2124.0,42.2956,-71.0867,Constituent Call
44080,101004700857,2023-03-08 09:42:00,2023-03-09 09:42:23,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),10 Fenwood Rd  Boston  MA  02115,10 Fenwood Rd,2115.0,42.3341,-71.1064,Citizens Connect App
44104,101004711536,2023-03-08 17:05:00,2023-03-10 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),284 Dorchester Ave  South Boston  MA  02127,284 Dorchester Ave,2127.0,42.3386,-71.0569,Citizens Connect App
44172,101004667701,2023-02-14 11:02:00,2023-02-15 11:02:49,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),11 Tetlow St  Boston  MA  02115,11 Tetlow St,2115.0,42.3378,-71.0995,Constituent Call
44177,101004616068,2023-01-01 14:36:00,2023-01-04 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),82 Brent St  Dorchester  MA  02124,82 Brent St,2124.0,42.2901,-71.0672,Citizens Connect App
