Neighborhood,Street,Address_1,Address_2,Intersection,From,To,Permittee,Contractor,Permit,Project_Category,Construction_Notes,Work_Schedule,ExpirationDate,Estimated_Completion_Date,Roadway_Plates_In_Use,Sidewalk_Plates_In_Use,Status,Trench_Length,Contact_Number,NumberOfWorkZones,District
NORTH DORCHESTER,COLUMBIA RD,135,,,,,National Grid,National Grid,EXCA-1439949,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
JAMAICA PLAIN,CENTRE ST,828,,,,,National Grid,National Grid,EXCA1439941,,Maintenance,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,02
JAMAICA PLAIN,BROWNSON TER,2,,,,,National Grid,National Grid,EXCA1440317,,Maintenance,Days & Weekends,2023-03-10 00:00:00,2023-03-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,02
JAMAICA PLAIN,POND ST ,49,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1436418,EMERGENCY,Service Relay (Leak on Street),Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,02
JAMAICA PLAIN,ROSEWAY ST,15,,,,,National Grid,National Grid,EXCA-1436919,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,02
JAMAICA PLAIN,PRIESING ST,8,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1436398,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,02
JAMAICA PLAIN,BROOKLEY RD,,,,,,Hercules C & G Drain,Hercules C & G Drain,EMER-00000,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-02-15 00:00:00,2023-02-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-781-251 97,1,02
JAMAICA PLAIN,KINGSBORO PK,7,,,,,National Grid,National Grid,EXCA-1436915,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,02
JAMAICA PLAIN,BARDWELL ST ,31,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1426170,EMERGENCY,Dig in Doubt (Leak on Service),Days & Weekends,2023-02-04 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,02
JAMAICA PLAIN,HOPKINS RD,34,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426143,EMERGENCY,Service Relay (Leak on Street),Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,02
JAMAICA PLAIN,CHESTNUT AV,115,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1424067,EMERGENCY,Service Relay (Leak on Street),Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,02
JAMAICA PLAIN,PARLEY AV,27,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1424066,EMERGENCY,Service Relay (Leak on Street),Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,02
JAMAICA PLAIN,POND ST,200,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1424077,EMERGENCY,Service Relay (Leak on Street),Days & Weekends,2023-01-18 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,02
JAMAICA PLAIN,EDGE HILL ST,16,,,,,National Grid,National Grid,EXCA-1428733,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-03 00:00:00,2023-02-03 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,02
JAMAICA PLAIN,PARKSIDE DR,18,,,,,Boston Water & Sewer Commission,Steven Companies,EMER-1424075,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-01-18 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,02
JAMAICA PLAIN,HOPKINS RD,22,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1424057,EMERGENCY,Service Relay (Leak on Street),Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,02
JAMAICA PLAIN,LOUDER'S LN,76,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1424050,EMERGENCY,Service Relay (Leak on Street),Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,02
JAMAICA PLAIN,WALLACE PK,7,,,,,National Grid,National Grid,EMER-1323833,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,02
JAMAICA PLAIN,LAMARTINE,279,,,,,C McGue Excavating,C McGue Excavating,EXCA-1368996,,Service,Days & Weekends,2023-02-03 00:00:00,2023-02-03 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,02
JAMAICA PLAIN,CENTRE ST,478,566,,,,National Grid,Feeney Brothers Excavation,EXCA-1377070,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,1100,877-304-1203,1,02
JAMAICA PLAIN,ROBINWOOD AV,11,,,,,Boston Public Works,Maverick Construction,EXCA-1443280,MAINTENANCE,INSTALL LIGHT BASE,Days & Weekends,2023-03-28 00:00:00,2023-03-28 00:00:00,,,,,857-472-0105,1,02
JAMAICA PLAIN,CENTRE ST,920,,,,,National Grid,National Grid,EXCA-1441739,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,,,877-304-1203,1,02
BOSTON PROPER,PARK PLAZA,1,20,,,,Verizon,Danella Line Co,EXCA-1443325,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,2023-03-22 00:00:00,2023-03-22 00:00:00,,,,470,800-446-8946,1,01F
BOSTON PROPER,TREMONT ST,,,SCHOOL ST,,,Boston Water & Sewer Commission,D'Allessandro Corp,EMER-1436423,EMERGENCY,Repairing Patch/Trench - Public Safety Concern,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01F
BOSTON PROPER,HARRISON AV,77,,,,,National Grid,National Grid,EMER-1365019,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
BOSTON PROPER,SCHOOL ST,,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1436429,EMERGENCY,Gate Repair (Inoperable Gate),Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01F
BOSTON PROPER,TYLER ST,22,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1424046,EMERGENCY,Control Dig & Reset (Leak on Service),Days & Weekends,2023-01-07 00:00:00,2023-01-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,01F
BOSTON PROPER,HARRISON AV,135,,,,,Verizon,Verizon,EMER-1164619,EMERGENCY,Emergency - Service Outage,Days & Weekends,2023-01-07 00:00:00,2023-01-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-446 89,1,01F
BOSTON PROPER,FRANKLIN ST,256,,,,,Verizon,Danella Line Co,EXCA-1424744,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,42,800-446-8946,1,01F
BOSTON PROPER,TREMONT ST,150,,,,,Comcast,Mirra Co,EXCA-1428624,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,2023-01-13 00:00:00,2023-01-13 00:00:00,,1,PLATES BERMED,60,857-919-9935,1,01F
BOSTON PROPER,COURT ST,65,,,,,National Grid,National Grid,EMER-1323242,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2022-12-29 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01F
BOSTON PROPER,WATER ST,40,,,,,National Grid,National Grid,EMER-1323245,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-04 00:00:00,2023-01-04 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01F
BOSTON PROPER,TREMONT ST,232,,,,,National Grid,National Grid,EMER-1323254,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-04 00:00:00,2023-01-04 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01F
BOSTON PROPER,TREMONT ST,567,,,,,National Grid,National Grid,EMER-1323248,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-04 00:00:00,2023-01-04 00:00:00,2,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01F
BOSTON PROPER,BEACON ST,73,,,,,Ronan 953 LLC,Ronan 953 LLC,EXCA-1426298,SERVICE,INSTALLATION OF WATER AND SEWER,Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-510-1013,1,01F
BOSTON PROPER,FEDERAL ST,100,,,,,Extenet Systems,Waveguide,EMER-000000 ,EMERGENCY,Service Outage,Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-978-995 71,1,01F
BOSTON PROPER,EDGERLY PL,10,,,,,Eversource Electric,Mirra Company Co.,EMER-1160666,EMERGENCY,Emergency - Cable Repair,Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,01F
BOSTON PROPER,WARRENTON ST,100,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1424062,EMERGENCY,Dig in Doubt (Leak on Service),Days & Weekends,2023-01-13 00:00:00,2023-01-13 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,01F
BOSTON PROPER,FRANKLIN ST,210,,,,,Extenet Systems,Waveguide,EMER-000000,EMERGENCY,Service Outage,Days & Weekends,2023-01-13 00:00:00,2023-01-13 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-978-995 71,1,01F
BOSTON PROPER,STUART ST,,,PARK PL,,,Boston Public Works,Maverick Construction,EXCA-1419501,SERVICE,INSTALLATION OF STREET LIGHT BASE AND HANDHOLE IN SIDEWALK,Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-472-0105,1,01F
BOSTON PROPER,HAWTHORNE PL,2,,,,,National Grid,National Grid,EMER-1516998,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-18 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
BOSTON PROPER,GROVE ST,18,,,,,National Grid,National Grid,EMER-1323851,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
BOSTON PROPER,BOWKER ST,31,,,,,Eversource Electric,Sheerin Construction,EMER-1160670,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-01-18 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,01F
BOSTON PROPER,CONGRESS ST,125,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1424068,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01F
BOSTON PROPER,CAMBRIDGE ST,175,,,,,Extenet,Commonwealth Construction,EXCA-1434399,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Weekends,2023-02-07 00:00:00,2023-02-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,83,978-314-3992,1,01F
BOSTON PROPER,ARLINGTON ST,130,132,,,,National Grid,National Grid,EXCA-1433478,SERVICE,INSTALLATION OF 2 GAS SERVICES,Days & Weekends,2023-02-10 00:00:00,2023-02-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
BOSTON PROPER,DEVONSHIRE ST,85,,,,,Verizon,Danella Line Co,EXCA-1370837,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Weekends,2023-02-23 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,88,800-446-8946,1,01F
BOSTON PROPER,COURT SQ,29,,,,,Eversource Electric,G Greene Construction,EMER-,EMERGENCY,Emergency MH Repair,Days & Weekends,2023-01-26 00:00:00,2023-02-08 00:00:00,,4,PLATES BERMED,,800-592-2000,1,01F
BOSTON PROPER,CHARLES ST,10,,,,,Eversource Electric,Riley Brothers,EMER-1160677,EMERGENCY,Emergency - Service Reroute,Days & Weekends,2023-01-26 00:00:00,2023-01-26 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,01F
BOSTON PROPER,TREMONT ST,971,,,,,National Grid,National Grid,EXCA-1433609,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-10 00:00:00,2023-02-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
BOSTON PROPER,ATLANTIC AV,745,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426164,EMERGENCY,Hydrant Repair (Inoperable Hydrant),Days & Weekends,2023-02-07 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01F
BOSTON PROPER,PARK PLAZA,20,,,,,Verizon,Danella Line Co,EXCA-1435459,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,2023-02-17 00:00:00,2023-02-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,10,800-446-8946,1,01F
BOSTON PROPER,EAST LENNOX,,,FELLOWS,,,National Grid,National Grid,EMER-1333338,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-04 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01F
BOSTON PROPER,ARLINGTON ST,134,,,,,National Grid,National Grid,EXCA-1433479,SERVICE,INSTALLATION OF GAS SERVICE,Days & Weekends,2023-02-10 00:00:00,2023-02-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
BOSTON PROPER,CEDAR LANE WY,0,,,,,National Grid,National Grid,EXCA-1436828,MAINTENANCE,GAS LAMP REPAIR,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
BOSTON PROPER,BEACH ST,49,,,,,Verizon,Danella Line Co,EXCA-1435467,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,2023-02-17 00:00:00,2023-02-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,29,800-446-8946,1,01F
BOSTON PROPER,PEARL ST,,,,,,Eversource Electric,Eversource Electric,EMER-1358827,EMERGENCY,Emergency - Cable Replacement,Days & Weekends,2023-02-09 00:00:00,2023-02-09 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,01F
BOSTON PROPER,TREMONT ST,150,,,,,Eversource Electric,G Greene Construction,EMER-1358837,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,01F
BOSTON PROPER,CAMBRIDGE ST,200,,,,,Eversource Electric,Sheerin Construction,EMER-1358835,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-02-15 00:00:00,2023-02-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,01F
BOSTON PROPER,ST GERMAIN ST,8,,,,,Comcast,Mirra Company Co.,EXCA-1440342,MAINTENANCE,REPLACE/RESET MANHOLE,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-919 9355,1,01F
BOSTON PROPER,BEACON ST,125,,,,,National Grid,National Grid,EXCA-1439968,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-15 00:00:00,2023-03-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
BOSTON PROPER,COMMONWEALTH AV,65,,,,,National Grid,National Grid,EXCA-1439929,MAINTENANCE,,Days & Weekends,2023-03-15 00:00:00,2023-03-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
BOSTON PROPER,WAREHAM ST,59,,,,,Eversource Electric,Sheerin Construction,EMER-1358838,EMERGENCY,Emergency - Manhole Structural Repair,Days & Weekends,2023-02-17 00:00:00,2023-02-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,01F
BOSTON PROPER,WEST ST,25,31,,,,Verizon,Danella Line Co,EXCA-1435470,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,20,800-446-8946,1,01F
BOSTON PROPER,CHESTNUT ST,65,,,,,Hercules C & G Drain,Hercules C & G Drain,EMER-0000,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-02-18 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,01F
BOSTON PROPER,DEVONSHIRE ST,,,SPRING LANE,,,National Grid,National Grid,EMER-1364998,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-22 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
BOSTON PROPER,TREMONT ST,150,,,,,National Grid,National Grid,EMER-1436141,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-18 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
BOSTON PROPER,COURT ST,55,,,,,National Grid,National Grid,EMER-1365000,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-22 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
BOSTON PROPER,CHATHAM ST,0,,,,,Eversource Electric,Riley Brothers,EXCA-1438066,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,2023-03-09 00:00:00,2023-03-09 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,191,800-592-2000,1,01F
BOSTON PROPER,HUDSON ST,3,23,,,,National Grid,Feeney Brothers Excavation,EXCA-1397579,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,353,877-304-1203,1,01F
BOSTON PROPER,ATLANTIC AV,700,,,,,J. Derenzo Company,J. Derenzo Company,EXCA-1440238,SERVICE,DRAIN REPAIR,Days & Weekends,2023-03-12 00:00:00,2023-03-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,01F
BOSTON PROPER,HIGH ST,126,138,,,,Verizon,Danella Line Co,EXCA-1441656,SERVICE,INSTALLATION OF CONDUIT,Weekends,2023-03-19 00:00:00,2023-03-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-446-8946,1,01F
BOSTON PROPER,ESSEX ST,83,,,,,National Grid,National Grid,EMER-1365010,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01F
SOUTH END/BACK BAY,COLUMBUS AV,405,,,,,National Grid,National Grid,EXCA-1439964,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-15 00:00:00,2023-03-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01C
SOUTH END/BACK BAY,BERKELEY ST,142,,,,,National Grid,National Grid,EXCA-1439965,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01C
SOUTH END/BACK BAY,CLARENDON ST,,,BOYLSTON ST,,,National Grid,National Grid,EMER-1365001,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-23 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,,,GLOUCESTER ST,,,National Grid,National Grid,EMER-1365006,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-23 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01C
SOUTH END/BACK BAY,EAST NEWTON,88,,ALBANY ST,,,The Dow Company,The Dow Company,EXCA-1385228,SERVICE,INSTALLATION OF WATER SEWER AND DRAIN / RECESSED PLATES IN GUTTER ON ALBANY ST,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,3,,PLATES RECESSED,,978-828 4601,1,01C
SOUTH END/BACK BAY,DALTON ST,50,,,,,Boston Water & Sewer Commission,RJV Construction,EXCA-1436865,MAINTENANCE,CLEAN AND CEMENT LINE 5X5,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01C
SOUTH END/BACK BAY,BOYLSTON ST ,551,,,,,National Grid,National Grid,EMER-1523644,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-25 00:00:00,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01C
SOUTH END/BACK BAY,ISABELLA ST,13,,,,,Comcast,Mirra Company Co.,EXCA-1442030,SERVICE,MANHOLE REPAIR,Days & Weekends,2023-03-20 00:00:00,2023-03-20 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-919 9355,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,551,,,,,National Grid,National Grid,EMER-1365008,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01C
SOUTH END/BACK BAY,WARREN AV,157,,,,,Comcast,P V Barone,EMER-1397119,EMERGENCY,Emergency - Manhole Structural Repair,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-919 9355,1,01C
SOUTH END/BACK BAY,WARREN AV,61,,,,,Comcast,P V Barone,EXCA-1440324,MAINTENANCE,MANHOLE REPAIR,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,2,,PLATES PINNED & BERMED,,,1,01C
SOUTH END/BACK BAY,HARRISON AVE,650,,,,,National Grid,National Grid,EMER-1364991,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01C
SOUTH END/BACK BAY,UNION PARK ST,53,,,,,National Grid,National Grid,EMER-1333349,EMERGENCY,Gas Stoppage,Days & Weekends,2023-02-09 00:00:00,2023-02-09 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01C
SOUTH END/BACK BAY,CLARENDON ST,,,TREMONT ST,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-E142617,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01C
SOUTH END/BACK BAY,UNION PK,53,,,,,National Grid,National Grid,EMER-1333351,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-10 00:00:00,2023-02-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01C
SOUTH END/BACK BAY,MARLBOROUGH ST,384,,REAR,,,Boston Public Works,Maverick Construction,EXCA-1419526,MAINTENANCE,INSTALLATION OF LIGHT BASE IN THE REAR,Days & Weekends,2023-02-27 00:00:00,2023-02-27 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-472-0105,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,511,,,,,National Grid,National Grid,EMER-1333334,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,1109,,,,,Extenet Systems,Waveguide,EMER-0000000,EMERGENCY,Service Outage,Days & Weekends,2023-01-26 00:00:00,2023-01-26 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-978-995 71,1,01C
SOUTH END/BACK BAY,E SPRINGFIELD ST,59,,,,,National Grid,National Grid,EMER-1518633,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-28 00:00:00,2023-01-28 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,01C
SOUTH END/BACK BAY,FAYETTE ST,28,,,,,National Grid,National Grid,EMER-1323267,EMERGENCY,Gas Stoppage,Days & Weekends,2023-01-24 00:00:00,2023-01-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,551,,,,,National Grid,National Grid,EMER-1333317,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,01C
SOUTH END/BACK BAY,CAMDEN ST,150,,,,,Boston Water & Sewer Commission,C Naughton Corp,EMER-1426152,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01C
SOUTH END/BACK BAY,MASSACHUSETTS AV,,,NEWBURY ST,,,Vicinity,Vicinity,EMER-,EMERGENCY,STEAM MANHOLE REPAIR,Days & Weekends,2023-01-15 00:00:00,2023-01-15 00:00:00,1,,PLATES PINNED & BERMED,,,1,01C
SOUTH END/BACK BAY,CHESTNUT ST,63,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1424072,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01C
