X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type,Sidewalk_Width__ft_,Accessibility_Score,Sidewalk_Condition,Sidewalk_Material,Current_Shelter,Routes,Municipality_1,Neighborhood,created_user,created_date,last_edited_user,last_edited_date
-71.1397860002545,42.3625310000402,639933,1046,1046,Western Ave @ Litchfield St,,,,42.362531,-71.139786,LocalBus,,https://www.mbta.com/stops/1046,,0,,1,Boston,Western Avenue,Litchfield Street,3,5.416666667,Medium,Good,Concrete,0,70A|70|86,BOSTON,Brighton,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.135443000356,42.3630929995912,639934,1049,1049,Western Ave @ Everett St,,,,42.363093,-71.135443,LocalBus,,https://www.mbta.com/stops/1049,,0,,1,Boston,Western Avenue,Everett Street,3,4,Medium,Good,Concrete,0,70A|70|86,BOSTON,Brighton,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.128518000237,42.363247999678,639935,1051,1051,Western Ave @ Travis St,,,,42.363248,-71.128518,LocalBus,,https://www.mbta.com/stops/1051,,0,,1,Boston,Western Avenue,Travis Street,3,5.416666667,Medium,Good,Concrete,0,70A|70,BOSTON,Allston,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1250429996362,42.3635259999054,639936,1052,1052,130 Western Ave,,,,42.363526,-71.125043,LocalBus,,https://www.mbta.com/stops/1052,,0,,1,Boston,Western Avenue,,3,8.5,Medium,Good,Concrete,0,70A|70,BOSTON,Allston,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0946839998097,42.3051039999621,639937,10522,10522,Circuit Dr @ Glen Ln,,,,42.305104,-71.094684,LocalBus,,https://www.mbta.com/stops/10522,,0,,1,Boston,Jewish War Veterans Drive,Pierpoint Road,3,12.33333333,Medium,Uneven,Grass,0,34|16|32|36,BOSTON,Roxbury,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1198050002515,42.3639150003353,639938,1053,1053,Western Ave @ Genzyme,,,,42.363915,-71.119805,LocalBus,,https://www.mbta.com/stops/1053,,0,,1,Boston,Western Avenue,,3,6.333333333,Low,Good,Concrete,0,70A|70,BOSTON,Allston,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0846540003068,42.2808859997564,639939,10540,10540,Morton St @ Evans St,,,,42.280886,-71.084654,LocalBus,,https://www.mbta.com/stops/10540,,0,,1,Boston,Morton Street,Evans Street,3,9.166666667,Low,Excellent,Concrete,0,26|21,BOSTON,Dorchester,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1143780005874,42.3619130001482,639940,1055,1055,River St opp Blackstone St,,,,42.361913,-71.114378,LocalBus,,https://www.mbta.com/stops/1055,,0,,1,Cambridge,River Street,Blackstone Street,3,7,Medium,Good,Concrete,JCD/CEMUSA,64|70A|70,CAMBRIDGE,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1123870002672,42.3625649998505,639941,1056,1056,River St @ Fairmont St,,,,42.362565,-71.112387,LocalBus,,https://www.mbta.com/stops/1056,,0,,1,Cambridge,River Street,Fairmont Street,3,4.833333333,Medium,Good,Concrete,0,70A|70,CAMBRIDGE,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0670290005532,42.2762850000155,639942,10569,10569,2165 Dorchester Ave,,,,42.276285,-71.067029,LocalBus,,https://www.mbta.com/stops/10569,,0,,1,Boston,Dorchester Avenue,,3,4,Medium,Good,Concrete,0,217|240|27|24|191,BOSTON,Mattapan,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1106049995722,42.3631559996357,639943,1057,1057,River St @ Kelly Rd,,,,42.363156,-71.110605,LocalBus,,https://www.mbta.com/stops/1057,,0,,1,Cambridge,River Street,Howard Street,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,CAMBRIDGE,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1085860004126,42.3638500001725,639944,1058,1058,River St @ Pleasant St,,,,42.36385,-71.108586,LocalBus,,https://www.mbta.com/stops/1058,,0,,1,Cambridge,River Street,,3,5.5,Low,Cracked,Concrete,0,70A|70,CAMBRIDGE,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0898680003808,42.2699830000686,639945,10582,10582,River St opp Fremont St,,,,42.269983,-71.089868,LocalBus,,https://www.mbta.com/stops/10582,,0,,1,Boston,River Street,Mamelon Circle,3,4.75,Medium,Good,Asphalt,0,27|24|191,BOSTON,Mattapan,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1051419996316,42.3650719998256,639946,1059,1059,River St @ Green St,,,,42.365072,-71.105142,LocalBus,,https://www.mbta.com/stops/1059,,0,,1,Cambridge,River Street,Green Street,3,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0769559994896,42.3366210003632,639947,10590,10590,Massachusetts Ave @ Washington St,,,,42.336621,-71.076956,LocalBus,,https://www.mbta.com/stops/10590,,0,,1,Boston,Massachusetts Avenue,Washington Street,3,4.5,Medium,Good,Brick,0,1|701,BOSTON,South End,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1086179995871,42.3683899999381,639948,106,106,Massachusetts Ave @ Hancock St,,,,42.36839,-71.108618,LocalBus,,https://www.mbta.com/stops/106,,0,,1,Cambridge,Massachusetts Avenue,Hancock Street,3,7,Low,Excellent,Concrete,0,1,CAMBRIDGE,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.104310999819,42.3651139999121,639949,1060,1060,Magazine St @ Green St,,,,42.365114,-71.104311,LocalBus,,https://www.mbta.com/stops/1060,,0,,1,Cambridge,Magazine Street,Green Street,3,2.333333333,Medium,Good,Brick,0,64|701|91|83,CAMBRIDGE,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1326710003806,42.2822870000631,639950,10603,10603,Washington St @ Durnell Ave,,,,42.282287,-71.132671,LocalBus,,https://www.mbta.com/stops/10603,,0,,1,Boston,Washington Street,Rosecliff Street,3,5.083333333,Low,Good,Concrete,0,34|34E|40|50,BOSTON,Roslindale,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1089009998186,42.3649520002825,639951,1061,1061,Western Ave @ Kinnaird St,,,,42.364952,-71.108901,LocalBus,,https://www.mbta.com/stops/1061,,0,,1,Cambridge,Western Avenue,Kinnaird Street,3,5.583333333,Low,Excellent,Concrete,0,64|70A|70,CAMBRIDGE,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1499959995255,42.2679200002285,639952,10612,10612,Washington St opp W Boundary Rd,,,,42.26792,-71.149996,LocalBus,,https://www.mbta.com/stops/10612,,0,,1,Boston,Washington Street,Carol Circle,3,4.416666667,Medium,Good,Concrete,0,34|34E,BOSTON,West Roxbury,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1632349999541,42.2564110003552,639953,10618,10618,Washington St @ Sumner St,,,,42.256411,-71.163235,LocalBus,,https://www.mbta.com/stops/10618,,0,,1,Dedham,Washington Street,Sumner Street,3,3.333333333,Medium,Good,Concrete,0,34|35|34E,DEDHAM,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.110649000555,42.3647980002014,639954,1062,1062,Western Ave @ Howard St,,,,42.364798,-71.110649,LocalBus,,https://www.mbta.com/stops/1062,,0,,1,Cambridge,Western Avenue,Howard Street,3,6.916666667,Medium,Good,Concrete,0,64|70A|70,CAMBRIDGE,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1485509994954,42.2688300000457,639955,10625,10625,Washington St opp Heron St,,,,42.26883,-71.148551,LocalBus,,https://www.mbta.com/stops/10625,,0,,1,Boston,Washington Street,Heron Street,3,4.666666667,Medium,Good,Asphalt,0,34|34E|40,BOSTON,West Roxbury,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1327270000919,42.2820869997708,639956,10633,10633,Washington St @ Rosecliff St,,,,42.282087,-71.132727,LocalBus,,https://www.mbta.com/stops/10633,,0,,1,Boston,Washington Street,Durnell Avenue,3,5.416666667,Low,Good,Concrete,0,34|34E|40|50,BOSTON,Roslindale,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1141139997125,42.3644919995994,639957,1064,1064,Western Ave @ Putnam Ave,,,,42.364492,-71.114114,LocalBus,,https://www.mbta.com/stops/1064,,0,,1,Cambridge,Western Avenue,Putnam Avenue,3,10.66666667,Medium,Good,Concrete,0,64|70A|70,CAMBRIDGE,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.11970400015,42.3640740000454,639958,1067,1067,Western Ave opp Genzyme,,,,42.364074,-71.119704,LocalBus,,https://www.mbta.com/stops/1067,,0,,1,Boston,Western Avenue,,3,6.666666667,Medium,Good,Concrete,0,70A|70,BOSTON,Allston,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1243870004596,42.3636860001333,639959,1068,1068,125 Western Ave,,,,42.363686,-71.124387,LocalBus,,https://www.mbta.com/stops/1068,,0,,1,Boston,Western Avenue,,3,6,Low,Good,Concrete,0,70A|70,BOSTON,Allston,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1107729999557,42.3692649998839,639960,107,107,Massachusetts Ave @ Dana St,,,,42.369265,-71.110773,LocalBus,,https://www.mbta.com/stops/107,,0,,1,Cambridge,Massachusetts Avenue,Dana Street,3,12,Low,Uneven,Brick,0,1,CAMBRIDGE,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1291479999068,42.3632839996546,639961,1070,1070,Western Ave @ N Harvard St,,,,42.363284,-71.129148,LocalBus,,https://www.mbta.com/stops/1070,,0,,0,Boston,Western Avenue,Travis Street,3,4.333333333,High,Good,Concrete,0,70A|70,BOSTON,Allston,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1320789996451,42.3632529999767,639962,1071,1071,Western Ave opp Riverdale St,,,,42.363253,-71.132079,LocalBus,,https://www.mbta.com/stops/1071,,0,,1,Boston,Western Avenue,Riverdale Street,3,4.833333333,Medium,Good,Concrete,0,70A|70|86,BOSTON,Allston,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1355420001634,42.3631789998642,639963,1072,1072,Western Ave @ Everett St,,,,42.363179,-71.135542,LocalBus,,https://www.mbta.com/stops/1072,,0,,1,Boston,Western Avenue,Everett Street,3,4,Medium,Good,Concrete,JCD,70A|70|86,BOSTON,Brighton,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1385190004865,42.3628070003657,639964,1074,1074,367 Western Ave opp Brighton Mills Mall,,,,42.362807,-71.138519,LocalBus,,https://www.mbta.com/stops/1074,,0,,1,Boston,Western Avenue,,3,4,Medium,Good,Concrete,JCD,70A|70|86,BOSTON,Brighton,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1395749995508,42.3626620004284,639965,1075,1075,Western Ave opp Litchfield St,,,,42.362662,-71.139575,LocalBus,,https://www.mbta.com/stops/1075,,0,,1,Boston,Western Avenue,Litchfield Street,3,3.916666667,Medium,Good,Concrete,0,70A|70|86,BOSTON,Brighton,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1413600003914,42.3623409997977,639966,1076,1076,445 Western Ave,,,,42.362341,-71.14136,LocalBus,,https://www.mbta.com/stops/1076,,0,,1,Boston,Western Avenue,Waverly Street,3,5.333333333,Medium,Good,Concrete,0,70A|70|86,BOSTON,Brighton,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
