name,type,latitude,longitude
Opp 27 Washington St,Bus Stop,42.507409,-70.84721
7 Franklin St @ Fire House,Bus Stop,42.507618,-70.845368
Opp 56 Humphrey St,Bus Stop,42.468038,-70.919708
Opp 174 Humphrey St,Bus Stop,42.467487,-70.916052
281 Humphrey St,Bus Stop,42.467168,-70.913087
Humphrey St @ Greenwood Ave,Bus Stop,42.467678,-70.910436
Humphrey St @ Marshall St,Bus Stop,42.467709,-70.907912
509 Humphrey St,Bus Stop,42.467692,-70.905573
Humphrey St opp Millett Rd,Bus Stop,42.467854,-70.903589
Humphrey St opp Pleasant St,Bus Stop,42.468284,-70.90069
Washington St @ Park St,Bus Stop,42.295398,-71.072193
Humphrey St @ Bates Rd,Bus Stop,42.468523,-70.899176
Humphrey St @ Shelton Rd,Bus Stop,42.468747,-70.898388
Humphrey St @ Puritan Rd,Bus Stop,42.470334,-70.894907
Humphrey St opp Orchard Rd,Bus Stop,42.472694,-70.894577
Humphrey St @ Palmer Ave,Bus Stop,42.473987,-70.894142
Humphrey St @ Ocean Ave,Bus Stop,42.474775,-70.89366
Humphrey St opp Salem St,Bus Stop,42.476217,-70.892267
Washington St @ Wheatland Ave,Bus Stop,42.293796,-71.071986
Fellsway W @ Park St,Bus Stop,42.425278,-71.098879
Franklin St opp Fire House,Bus Stop,42.50773,-70.845389
Kennedy Dr @ Central Ave,Bus Stop,42.438058,-71.029475
Kennedy Dr @ Salem St,Bus Stop,42.437662,-71.025214
Washington St @ Pearl St,Bus Stop,42.506391,-70.848237
Mugford St @ Washington St,Bus Stop,42.505403,-70.849833
27 Mugford St,Bus Stop,42.505987,-70.851048
Elm St @ Harris St,Bus Stop,42.505731,-70.85282
Elm St @ Creesy St,Bus Stop,42.505049,-70.855041
Pleasant St @ Spring St,Bus Stop,42.502535,-70.855937
Pleasant St @ Anderson St,Bus Stop,42.501216,-70.857591
Pleasant St @ Bessom St,Bus Stop,42.500246,-70.858824
Pleasant St opp Gerry St,Bus Stop,42.49764,-70.860898
Pleasant St @ Maverick St,Bus Stop,42.496275,-70.862669
Pleasant St @ Devereux Terr,Bus Stop,42.495254,-70.864552
Pleasant St @ Baldwin Rd,Bus Stop,42.494565,-70.86761
Humphrey St @ Lafayette St,Bus Stop,42.493847,-70.870287
Humphrey St @ Laurel St,Bus Stop,42.492223,-70.87387
Humphrey St @ Birch St,Bus Stop,42.491275,-70.875715
Washington St @ Southern Ave,Bus Stop,42.291446,-71.071762
Humphrey St opp Sevinor Rd,Bus Stop,42.490417,-70.877262
Humphrey St opp Glendale Rd,Bus Stop,42.489228,-70.880207
Humphrey St @ Charlotte Rd,Bus Stop,42.487633,-70.882669
Humphrey St @ Palmer Rd,Bus Stop,42.487217,-70.883311
N Shore Rd @ Jackson St,Bus Stop,42.420822,-70.989349
N Shore Rd @ York St,Bus Stop,42.422955,-70.987687
N Shore Rd @ Oak Island St,Bus Stop,42.425153,-70.985951
Humphrey St @ Clifton Ave,Bus Stop,42.486479,-70.88452
Trueman Dr @ Central Ave,Bus Stop,42.439101,-71.030797
Humphrey St @ Tufts St,Bus Stop,42.485943,-70.885311
Humphrey St @ Ruby Ave,Bus Stop,42.484544,-70.887
Humphrey St @ West St,Bus Stop,42.483434,-70.888223
Humphrey St @ Crossman Ave,Bus Stop,42.481287,-70.889618
Washington St opp Mylod St,Bus Stop,42.169956,-71.210423
20 Washington St - Westwood Line,Bus Stop,42.212765,-71.190263
Humphrey St @ Stanley Rd,Bus Stop,42.480162,-70.889956
Humphrey St @ Salem St,Bus Stop,42.476046,-70.892636
Salem St @ Humphrey St,Bus Stop,42.476289,-70.892518
Salem St @ Sunbeam Ln,Bus Stop,42.483844,-70.89883
1000 Paradise Rd,Bus Stop,42.483861,-70.900521
500 Paradise Rd,Bus Stop,42.482245,-70.902066
Paradise Rd @ Swampscott Mall,Bus Stop,42.481532,-70.902881
Opp 383 Paradise Rd,Bus Stop,42.480736,-70.903752
Paradise Rd @ Longwood Dr,Bus Stop,42.47806,-70.907985
306 Paradise Rd opp Walker Rd,Bus Stop,42.477006,-70.910116
Paradise Rd @ Franklin Ave,Bus Stop,42.476098,-70.913416
Paradise Rd @ Norfolk Ave,Bus Stop,42.474637,-70.915906
Paradise Rd @ Ellis Rd,Bus Stop,42.473744,-70.917107
Paradise Rd opp Andrew Rd,Bus Stop,42.472749,-70.918652
Hallet St @ Hilltop St,Bus Stop,42.281203,-71.047857
Paradise Rd @ Berkshire St,Bus Stop,42.472092,-70.919591
Paradise Rd @ Burrill St,Bus Stop,42.471117,-70.921169
New Ocean St opp Rock Ave,Bus Stop,42.469272,-70.922852
Ocean St @ Michigan Ave,Bus Stop,42.467404,-70.924804
Lewis St @ Lafayette Park,Bus Stop,42.465455,-70.932805
Lewis St @ Chestnut St,Bus Stop,42.464347,-70.934505
Broad St @ Silsbee St,Bus Stop,42.463356,-70.940051
Dorchester St @ W 8th St,Bus Stop,42.332781,-71.051338
Temple Pl @ Washington St,Bus Stop,42.355385,-71.062211
Washington St @ Tufts Med Ctr,Bus Stop,42.349908,-71.063684
Washington St @ Herald St,Bus Stop,42.346457,-71.064695
Humphrey St @ Orchard Circle,Bus Stop,42.473977,-70.89429
Humphrey St @ Orchard Rd,Bus Stop,42.472399,-70.894724
Humphrey St opp Puritan Rd,Bus Stop,42.470528,-70.89482
Humphrey St @ Phillips Circle,Bus Stop,42.469657,-70.896211
Riverside Ave @ Bradbury Ave,Bus Stop,42.409352,-71.082736
Humphrey St opp Shelton Rd,Bus Stop,42.468813,-70.898517
Humphrey St @ Pleasant St,Bus Stop,42.468364,-70.900793
Salem St @ Church St,Bus Stop,42.433858,-71.04203
Salem St @ Clapp St,Bus Stop,42.435236,-71.029096
Humphrey St @ Millett Rd,Bus Stop,42.467937,-70.903688
508 Humphrey St,Bus Stop,42.467785,-70.905654
Humphrey St @ Cedar Hill Terr,Bus Stop,42.467792,-70.907537
Riverside Ave @ Bradbury Ave,Bus Stop,42.409111,-71.082001
Humphrey St @ Greenwood Ave,Bus Stop,42.467767,-70.910532
260 Humphrey St,Bus Stop,42.467182,-70.913713
198 Humphrey St,Bus Stop,42.467492,-70.915652
Humphrey St @ Monument Ave,Bus Stop,42.46834,-70.917452
50 Humphrey St,Bus Stop,42.468078,-70.920145
61 Locust St,Bus Stop,42.407864,-71.093296
Meadow Glen Mall @ Main Entrance,Bus Stop,42.408357,-71.091567
Humphrey St @ Eastern Ave,Bus Stop,42.467462,-70.922245
400 Riverside Ave opp Linden St,Bus Stop,42.411069,-71.090875
Lynn St opp Fairview Ave,Bus Stop,42.502774,-70.952054
Lynn St @ MacArthur Rd,Bus Stop,42.506545,-70.951702
Lynn St @ Coolidge Ave,Bus Stop,42.510649,-70.948444
Lynn St @ Rainbow Rd,Bus Stop,42.512726,-70.946838
Main St @ Pine Banks Park,Bus Stop,42.440859,-71.067758
Main St @ Banks Pl,Bus Stop,42.443484,-71.068173
Lynn St opp Lynn St Ct,Bus Stop,42.515487,-70.94506
Washington St @ Granite St,Bus Stop,42.518285,-70.942676
Washington St @ Hingston St,Bus Stop,42.520137,-70.938798
Washington St @ Bresnahan St,Bus Stop,42.520251,-70.930424
Washington St @ Aborn St,Bus Stop,42.521226,-70.926143
Washington St @ Main St,Bus Stop,42.523423,-70.923617
Central St @ Bus shelter,Bus Stop,42.526792,-70.927097
Central St @ Community Life Center,Bus Stop,42.531556,-70.927303
North Ave @ Winn St,Bus Stop,42.51095,-71.082875
Andover St @ Pound Ln,Bus Stop,42.534874,-70.929316
Andover St opp Buttonwood Ln,Bus Stop,42.536205,-70.932952
Andover St @ Buttonwood Ln,Bus Stop,42.536273,-70.933359
86 Central St,Bus Stop,42.531735,-70.927431
Central St @ Walnut St,Bus Stop,42.527273,-70.927319
Washington St @ Main St,Bus Stop,42.523901,-70.923395
Washington St @ Lowe St,Bus Stop,42.520333,-70.930609
Washington St opp Blaney St,Bus Stop,42.520914,-70.935153
Washington St @ Allens Ln,Bus Stop,42.520092,-70.939128
Gallivan Blvd @ Washington St,Bus Stop,42.278512,-71.070513
Washington St opp Granite St,Bus Stop,42.518319,-70.94282
23 Lynn St,Bus Stop,42.515687,-70.945017
Lynn St @ Brown St,Bus Stop,42.51261,-70.946981
Lynn St @ Winnegance Ave,Bus Stop,42.510647,-70.9486
Lynn St @ Fairview Ave,Bus Stop,42.502956,-70.952175
Margin St @ Dobbs Rd,Bus Stop,42.541655,-70.919221
Margin St @ Roycroft Rd,Bus Stop,42.535353,-70.916697
Margin St @ Driscoll St,Bus Stop,42.533015,-70.91394
Margin St opp Driscoll St,Bus Stop,42.533119,-70.913895
Margin St opp Roycroft Rd,Bus Stop,42.535639,-70.916869
Gallivan Blvd @ Owencroft Rd,Bus Stop,42.279102,-71.068937
Washington St @ Short St,Bus Stop,42.173186,-71.20846
Washington St opp Marshall St,Bus Stop,42.213976,-71.190035
Gallivan Blvd @ Milton Ave,Bus Stop,42.278267,-71.075075
Cambridge St @ Bowdoin St,Bus Stop,42.3611,-71.062574
Cambridge St @ Center Plaza - Gov't Ctr,Bus Stop,42.359473,-71.059903
Tremont St @ Beacon St,Bus Stop,42.358108,-71.060394
S Bedford St @ Wayside Rd,Bus Stop,42.484223,-71.194768
S Bedford St opp Kimball Ave,Bus Stop,42.486346,-71.197685
Bedford Woods Dr @ Bldg 174,Bus Stop,42.518655,-71.252652
3 Oak Park Dr,Bus Stop,42.518651,-71.247852
7 Oak Park Dr,Bus Stop,42.516176,-71.250897
10 Oak Park Dr,Bus Stop,42.515416,-71.250401
Gallivan Blvd @ Arbella Rd,Bus Stop,42.278452,-71.076948
Crosby Dr @ Middlesex Trnpk,Bus Stop,42.515071,-71.241983
28-30 Crosby Dr,Bus Stop,42.509846,-71.244063
4 Crosby Dr,Bus Stop,42.50542,-71.242357
Third Ave @ Middlesex Trnpk,Bus Stop,42.488073,-71.223178
Network Drive,Bus Stop,42.496188,-71.232269
2-4 Fourth Ave,Bus Stop,42.491236,-71.225055
Burlington Mall Rd opp Meadow Rd,Bus Stop,42.484867,-71.217131
MITRE Corp Inner Rd,Bus Stop,42.503598,-71.239766
Lexington St @ Mayflower St,Bus Stop,42.469464,-71.177023
Lexington St @ Totman Rd,Bus Stop,42.472097,-71.174741
Bow St @ Montvale Ave,Bus Stop,42.482204,-71.140687
126 Pleasant St opp Valley Rd,Bus Stop,42.476816,-71.161109
Pleasant St @ Arlington Rd,Bus Stop,42.477777,-71.15588
Washington St @ Mill St,Bus Stop,42.486244,-71.120414
Montvale Ave @ Prospect St,Bus Stop,42.479184,-71.150086
Montvale Ave @ Fairmount St,Bus Stop,42.480621,-71.147035
Montvale Ave @ Eastern Ave,Bus Stop,42.481433,-71.144302
45 Bow St,Bus Stop,42.485319,-71.14078
Salem St @ Hilltop Terr,Bus Stop,42.4873,-71.139071
Salem St @ Wood St,Bus Stop,42.487638,-71.135821
23 Pine St opp Montvale Rd,Bus Stop,42.487925,-71.130188
Pine St opp Felton St,Bus Stop,42.485701,-71.128043
Pine St @ Orange St,Bus Stop,42.484643,-71.125988
Central St @ Pine St,Bus Stop,42.483201,-71.122886
Central St @ Montvale Ave,Bus Stop,42.479981,-71.12414
Montvale Ave @ Washington St,Bus Stop,42.479559,-71.121032
Montvale Ave @ I93 ramp,Bus Stop,42.479617,-71.117154
MITRE Corp Inner Rd,Bus Stop,42.50372,-71.239692
209 Burlington Rd,Bus Stop,42.50207,-71.236177
53 Third Ave,Bus Stop,42.487986,-71.225332
Opp 32 Second Ave,Bus Stop,42.484862,-71.223674
Second Ave @ South Ave,Bus Stop,42.48349,-71.221597
Gallivan Blvd @ Fairmount St,Bus Stop,42.278931,-71.080231
Montvale Ave @ I93,Bus Stop,42.479826,-71.117201
295 Washington St,Bus Stop,42.49486,-71.124292
42 Central St,Bus Stop,42.481345,-71.123476
Central St @ Pine St,Bus Stop,42.483236,-71.122749
Pine St @ Montvale Rd,Bus Stop,42.48467,-71.125721
Pine St @ Felton St,Bus Stop,42.485805,-71.127983
Salem St @ Wildwood Ave,Bus Stop,42.487881,-71.135427
Salem St @ Sedgewick Pk,Bus Stop,42.487417,-71.13867
60 Bow St,Bus Stop,42.485302,-71.140906
Bow St @ Montvale Ave,Bus Stop,42.482204,-71.140839
Montvale Ave opp Eastern Ave,Bus Stop,42.481552,-71.144219
60 Montvale Ave,Bus Stop,42.480161,-71.148131
Montvale Ave @ Main St,Bus Stop,42.479098,-71.151629
Pleasant St @ Abbott St,Bus Stop,42.479345,-71.153344
Pleasant St @ N Warren St,Bus Stop,42.477833,-71.156014
Pleasant St @ Valley Rd,Bus Stop,42.476898,-71.160863
Lexington St @ Willow St,Bus Stop,42.4732,-71.17253
177 Lexington St,Bus Stop,42.47008,-71.176638
Lexington St @ Russell St,Bus Stop,42.468052,-71.178464
40 Burlington Mall Rd,Bus Stop,42.486963,-71.204918
32 Third Ave,Bus Stop,42.488429,-71.225437
Opp 28-30 Crosby Dr,Bus Stop,42.509944,-71.243841
9 Crosby Dr,Bus Stop,42.505472,-71.24212
Dawes Drive,Bus Stop,42.511785,-71.23247
400 W Cummings Pk,Bus Stop,42.497147,-71.126538
Washington St @ Massachusetts Ave,Bus Stop,42.336339,-71.07707
Dorchester St @ Old Colony Ave,Bus Stop,42.331696,-71.053061
Salem St opp River St,Bus Stop,42.418553,-71.107833
Clippership Dr @ Riverside Towers,Bus Stop,42.416479,-71.106177
High St @ Hillside Ave,Bus Stop,42.419174,-71.112906
High St @ Powder House Rd,Bus Stop,42.420235,-71.114929
High St @ Rural Ave - Winthrop Circle,Bus Stop,42.421297,-71.117556
305 Winthrop St,Bus Stop,42.421579,-71.118106
300 Winthrop St,Bus Stop,42.42142,-71.118233
Gallivan Blvd @ Nevada St,Bus Stop,42.278153,-71.072729
College Ave @ Broadway,Bus Stop,42.400532,-71.11736
College Ave @ William St,Bus Stop,42.398992,-71.119993
College Ave @ Highland Ave,Bus Stop,42.396803,-71.122171
College Ave @ Francesca Ave,Bus Stop,42.399088,-71.11951
College Ave @ Broadway - Powder House Sq,Bus Stop,42.400548,-71.117175
Main St @ High St,Bus Stop,42.417908,-71.110125
Main St @ Emerson St,Bus Stop,42.415608,-71.110676
George St @ Main St,Bus Stop,42.412063,-71.110828
55 George St opp Wedgemere Rd,Bus Stop,42.411773,-71.113596
George St @ Marston St,Bus Stop,42.412955,-71.116533
George St @ Winthrop St,Bus Stop,42.414274,-71.119813
George St @ Winthrop St,Bus Stop,42.41417,-71.119799
George St @ Wedgemere Rd,Bus Stop,42.411724,-71.113763
George St @ Main St,Bus Stop,42.41198,-71.110725
Market Basket,Bus Stop,42.39621,-71.041468
Belmont St @ Main St,Bus Stop,42.415184,-71.064193
Belmont St @ Kinsman St,Bus Stop,42.415536,-71.061698
Hancock St @ Belmont St,Bus Stop,42.416244,-71.059766
Hancock St @ Tappan St,Bus Stop,42.414272,-71.056985
Hancock St @ Dean St,Bus Stop,42.412923,-71.055102
Hancock St @ Glendale Rd,Bus Stop,42.41303,-71.055072
Hancock St @ Central Ave,Bus Stop,42.414379,-71.056954
Hancock St @ Belmont St,Bus Stop,42.416344,-71.059761
62 Belmont St opp Kinsman St,Bus Stop,42.415675,-71.0615
Belmont St @ Main St,Bus Stop,42.415327,-71.064299
Highland Ave @ Rita Dr,Bus Stop,42.436737,-71.086962
Highland Ave opp Circle Rd,Bus Stop,42.434622,-71.08424
Highland Ave @ Wiley St,Bus Stop,42.433073,-71.082368
Washington St @ Saint John Ave,Bus Stop,42.175705,-71.207087
Washington St @ East St,Bus Stop,42.218686,-71.188179
Highland Ave @ Pine St,Bus Stop,42.431979,-71.081953
Washington St @ Alcott Ln,Bus Stop,42.223919,-71.187061
Clifton St @ Dexter St,Bus Stop,42.431318,-71.079628
Clifton St @ Cedar St,Bus Stop,42.43156,-71.076896
Summer St @ Clifton St,Bus Stop,42.431786,-71.07485
Summer St @ Chestnut St,Bus Stop,42.430028,-71.074376
Gallivan Blvd @ Morton St,Bus Stop,42.278487,-71.078726
14 Summer St,Bus Stop,42.427777,-71.074151
Summer St @ Lincoln St,Bus Stop,42.430107,-71.074265
Summer St @ Clifton St,Bus Stop,42.431862,-71.074738
Clifton St @ Kernwood St,Bus Stop,42.431595,-71.077325
Clifton St @ Dexter St,Bus Stop,42.431427,-71.079393
Clifton St @ Highland Ave,Bus Stop,42.43127,-71.081658
Savin St @ Fellsway E,Bus Stop,42.430328,-71.082894
Gallivan Blvd opp Arbella Rd,Bus Stop,42.278276,-71.076598
Malden Medical Ctr @ Glen Ridge Nursing Home,Bus Stop,42.428996,-71.088046
Savin St @ Fellsway E,Bus Stop,42.430243,-71.082798
617 Highland Ave,Bus Stop,42.4331,-71.082249
Highland Ave @ Glenwood St,Bus Stop,42.433837,-71.083041
Highland Ave @ Circle Rd,Bus Stop,42.434479,-71.083806
Highland Ave @ McCormack St,Bus Stop,42.435727,-71.085425
Highland Ave @ Blomerth St,Bus Stop,42.436858,-71.086866
Highland Ave @ Tucker St,Bus Stop,42.438855,-71.089402
Highland Ave @ E Border Rd,Bus Stop,42.440589,-71.091543
91 E Concord St,Bus Stop,42.33556,-71.072264
Gallivan Blvd @ Oakridge St,Bus Stop,42.278094,-71.07495
Montvale Ave @ Washington St,Bus Stop,42.479655,-71.121106
E Newton St @ Harrison Ave,Bus Stop,42.337629,-71.072068
Montvale Ave opp Prospect St,Bus Stop,42.479313,-71.149885
Washington St @ Union Pk,Bus Stop,42.341308,-71.069417
Burlington Mall Rd @ Lexington St,Bus Stop,42.485801,-71.213664
Washington St @ Perry St,Bus Stop,42.342695,-71.067065
Burlington Mall Rd @ Meadow Rd,Bus Stop,42.485186,-71.216745
23 Fourth Ave,Bus Stop,42.490898,-71.225725
Washington St @ E Berkeley St,Bus Stop,42.344189,-71.065726
Washington St @ E Berkeley St,Bus Stop,42.343739,-71.066256
Washington St opp Savoy St,Bus Stop,42.342225,-71.067903
Dorchester St @ Middle St,Bus Stop,42.330942,-71.054465
Gallivan Blvd @ Pleasant Hill Ave,Bus Stop,42.277967,-71.072905
Washington St @ W Dedham St,Bus Stop,42.340497,-71.071317
Washington St @ Gallivan Blvd,Bus Stop,42.279234,-71.069699
Mt Vernon St @ Bayside Expo Center,Bus Stop,42.320175,-71.048754
Washington St @ Union Ave,Bus Stop,42.307485,-71.106554
Washington St opp Codman Hill Ave,Bus Stop,42.280073,-71.070203
Huntington Ave @ Ruggles St,Bus Stop,42.337711,-71.095172
S Huntington Ave @ Bynner St,Bus Stop,42.323813,-71.112317
Washington St @ Coolidge Rd,Bus Stop,42.281176,-71.070857
Washington St @ Fuller St,Bus Stop,42.281923,-71.071177
Washington St @ Burt St,Bus Stop,42.283442,-71.071403
1182 Washington St @ Balch School,Bus Stop,42.17659,-71.206644
Washington St opp Armandine St,Bus Stop,42.284619,-71.071429
Washington St @ Ashmont St,Bus Stop,42.285485,-71.071094
Lee St @ Sears Rd,Bus Stop,42.318402,-71.14092
Independence Dr @ Sherman Rd,Bus Stop,42.298268,-71.156984
LaGrange St @ Anderer Ln,Bus Stop,42.293541,-71.170531
Highland Ave opp Oakland Ave,Bus Stop,42.285295,-71.235732
Clyde St @ Whitney St,Bus Stop,42.311339,-71.142333
Clyde St @ Country Rd,Bus Stop,42.314475,-71.142086
Dorchester St @ Dorchester Ave,Bus Stop,42.32974,-71.056808
Arborway @ Courthouse,Bus Stop,42.301283,-71.109358
Preble St @ Old Colony Ave,Bus Stop,42.32925,-71.052935
Old Colony Ave @ Gavin Way,Bus Stop,42.326951,-71.052634
Old Colony Ave @ Msgr O'Callaghan Way,Bus Stop,42.324449,-71.05251
Park St @ Saville St,Bus Stop,42.279556,-71.146643
Park St opp Gertrude Rd,Bus Stop,42.280761,-71.148451
230 Park St opp Gilmore Terr,Bus Stop,42.282123,-71.150495
Anawan Ave @ Allenwood St,Bus Stop,42.283599,-71.149252
Anawan Ave @ W Roxbury Pkwy,Bus Stop,42.284871,-71.147775
Fellsway @ Riverside Ave,Bus Stop,42.409434,-71.084091
Centre St @ South St,Bus Stop,42.288105,-71.144881
Centre St @ Guernsey St,Bus Stop,42.289287,-71.142062
Centre St @ Bradfield Ave,Bus Stop,42.290298,-71.140829
Circuit Dr @ Shattuck Hospital,Bus Stop,42.30078,-71.102356
Centre St @ Fletcher St,Bus Stop,42.291107,-71.139812
Centre St @ Hewlett St,Bus Stop,42.292218,-71.138545
Centre St @ Ardale St,Bus Stop,42.293246,-71.137342
Centre St @ Weld St,Bus Stop,42.294567,-71.135578
Centre St opp Buchanan Rd,Bus Stop,42.295711,-71.1342
1200 Centre St opp VFW Pkwy,Bus Stop,42.296951,-71.13231
Centre St @ Walter St,Bus Stop,42.29768,-71.130466
Centre St opp Faulkner Hospital,Bus Stop,42.300704,-71.127124
Centre St @ Westchester Rd,Bus Stop,42.302745,-71.125277
Centre St opp Rambler Rd,Bus Stop,42.304521,-71.124579
Morton St @ Canterbury St,Bus Stop,42.29306,-71.096524
Centre St opp Louders Ln,Bus Stop,42.305854,-71.12422
Centre St @ Arborway Rotary,Bus Stop,42.308216,-71.122487
Morton St opp Shattuck Hospital,Bus Stop,42.298561,-71.102226
Washington St @ Arborway Garage,Bus Stop,42.302682,-71.111044
Washington St @ Brookley Rd,Bus Stop,42.304717,-71.109133
Washington St @ Rossmore Rd,Bus Stop,42.305395,-71.10846
Washington St @ Glen Rd,Bus Stop,42.309317,-71.104587
Morton St @ Harvard St,Bus Stop,42.287757,-71.094142
Morton St @ Courtland Rd,Bus Stop,42.286305,-71.093576
Centre St @ Hillcroft Rd,Bus Stop,42.308264,-71.122782
Centre St @ Rambler Rd,Bus Stop,42.304484,-71.124831
Centre St @ Westchester Rd,Bus Stop,42.302968,-71.125398
Centre St @ Faulkner Hospital,Bus Stop,42.300839,-71.127376
Centre St opp Walter St,Bus Stop,42.298067,-71.130313
Centre St @ VFW Pkwy,Bus Stop,42.297113,-71.132485
Centre St @ Buchanan Rd,Bus Stop,42.295993,-71.134235
Centre St @ Weld St,Bus Stop,42.293913,-71.136665
Morton St @ Greendale Rd,Bus Stop,42.28537,-71.093181
1437 Centre St opp Ardale St,Bus Stop,42.29326,-71.13749
1467 Centre St opp Hewlett St,Bus Stop,42.292235,-71.138693
Centre St @ Fletcher St,Bus Stop,42.291384,-71.139718
1539 Centre St opp Bradfield Ave,Bus Stop,42.289725,-71.141686
Centre St @ Montclair Ave,Bus Stop,42.289484,-71.141991
Centre St @ Church St,Bus Stop,42.288168,-71.145032
Centre St @ W Roxbury Pkwy,Bus Stop,42.287538,-71.14698
W Roxbury Pkwy @ Beech St,Bus Stop,42.285432,-71.147838
Anawan Ave @ W Roxbury Pkwy,Bus Stop,42.284898,-71.147859
101 Anawan Ave opp Allenwood St,Bus Stop,42.283613,-71.149404
Morton St @ Blue Hill Ave,Bus Stop,42.284037,-71.091028
Park St @ Gilmore Terr,Bus Stop,42.282011,-71.150507
Park St @ Gertrude Rd,Bus Stop,42.280817,-71.148714
Washington St @ Heaton Ave,Bus Stop,42.179215,-71.205315
Park St @ Woodard Rd,Bus Stop,42.279472,-71.146763
Woodard Rd @ Wren St,Bus Stop,42.278855,-71.148157
Fellsway W @ Salem St,Bus Stop,42.423833,-71.089799
1250 Fellsway,Bus Stop,42.422386,-71.08655
Fellsway @ Emerald St,Bus Stop,42.421129,-71.086306
Fellsway @ Central Ave,Bus Stop,42.417857,-71.086105
Fellsway @ Malden St,Bus Stop,42.419381,-71.086421
Fellsway @ Myrtle St,Bus Stop,42.416171,-71.084902
Morton St @ Wildwood St,Bus Stop,42.283039,-71.089184
Fellsway @ Second St,Bus Stop,42.412001,-71.085148
Fellsway @ Second St,Bus Stop,42.412252,-71.084731
Fellsway @ Myrtle St,Bus Stop,42.416356,-71.084593
Fellsway @ Medford St,Bus Stop,42.41817,-71.085794
Fellsway @ Malden St,Bus Stop,42.419695,-71.086004
Fellsway @ Watts St,Bus Stop,42.422291,-71.08603
Morton St @ Norfolk St,Bus Stop,42.281637,-71.087316
Salem St @ Grant Ave,Bus Stop,42.422491,-71.092564
390 Salem St,Bus Stop,42.422144,-71.094073
Salem St @ Almont St,Bus Stop,42.421821,-71.095905
Salem St @ Paris St,Bus Stop,42.421391,-71.0975
Salem St @ Court St,Bus Stop,42.420534,-71.099584
Salem St @ Allen Ct,Bus Stop,42.419658,-71.101701
Centre St @ Stop & Shop,Bus Stop,42.42525,-71.070368
Morton St opp Evans St,Bus Stop,42.280779,-71.084621
Main St @ Summer St,Bus Stop,42.413704,-71.110777
Main St @ George St,Bus Stop,42.411884,-71.110644
Main St @ Stearns Ave,Bus Stop,42.410181,-71.110155
Main St @ Windsor Rd,Bus Stop,42.408645,-71.109479
Main St @ Wellesley St,Bus Stop,42.407532,-71.108982
Main St @ Princeton St,Bus Stop,42.406378,-71.108534
Main St @ Harvard St,Bus Stop,42.405182,-71.108027
Main St @ Marion St,Bus Stop,42.403599,-71.107303
Main St @ Medford St,Bus Stop,42.402073,-71.106406
Main St @ Albion St,Bus Stop,42.400288,-71.104027
Morton St @ Lorna Rd,Bus Stop,42.279969,-71.082091
Main St @ Dexter St,Bus Stop,42.398742,-71.101845
Main St @ Bow St,Bus Stop,42.39735,-71.099991
Main St opp Moreland St,Bus Stop,42.396284,-71.09876
Main St @ Broadway,Bus Stop,42.395076,-71.097724
Main St @ Moreland St,Bus Stop,42.396391,-71.098711
Main St @ Henry St,Bus Stop,42.397463,-71.09993
Main St @ Dexter St,Bus Stop,42.398913,-71.101931
Main St opp Albion St,Bus Stop,42.400319,-71.103889
Main St @ Medford St,Bus Stop,42.402219,-71.106442
Main St @ Mayberry Ave,Bus Stop,42.403538,-71.107141
Main St @ Harvard St,Bus Stop,42.405042,-71.107831
Main St @ Bowen Ave,Bus Stop,42.407045,-71.108659
Main St @ Hancock St,Bus Stop,42.409265,-71.109634
Main St @ Hancock Ave,Bus Stop,42.410667,-71.110163
Main St opp George St,Bus Stop,42.411952,-71.110529
160 Main St,Bus Stop,42.413807,-71.110636
Main St @ Mystic Ave,Bus Stop,42.415853,-71.110386
Gallivan Blvd @ Stone Terr,Bus Stop,42.278972,-71.068711
Salem St @ Hadley Pl,Bus Stop,42.419561,-71.10153
Salem St @ Park St,Bus Stop,42.420672,-71.098936
Salem St @ Dudley St,Bus Stop,42.421444,-71.097078
Salem St @ Garfield Ave,Bus Stop,42.421905,-71.094961
Salem St @ Grant Ave,Bus Stop,42.422453,-71.092252
Pleasant St @ Elm St,Bus Stop,42.427157,-71.076625
Dorchester Ave @ Gallivan Blvd,Bus Stop,42.280436,-71.065696
Pleasant St @ Prospect St,Bus Stop,42.426443,-71.082156
Pleasant St opp West St,Bus Stop,42.425829,-71.084679
Pleasant St @ Fellsway E,Bus Stop,42.425205,-71.08738
Salem St @ Fellsway Garage,Bus Stop,42.42326,-71.090929
Pleasant St @ Fellsway E,Bus Stop,42.425102,-71.087282
Pleasant St @ Gale St,Bus Stop,42.425426,-71.085785
Pleasant St @ Talbot St,Bus Stop,42.426457,-71.081591
Pleasant St @ Russell St,Bus Stop,42.426632,-71.079966
Centre St @ Pleasant St,Bus Stop,42.426899,-71.077387
Dorchester Ave @ Van Winkle St,Bus Stop,42.281939,-71.065287
Main St opp Pleasant St,Bus Stop,42.426166,-71.067354
Ferry St @ Centre St,Bus Stop,42.425151,-71.06525
Ferry St @ Eastern Ave,Bus Stop,42.424507,-71.064776
Ferry St opp Clayton St,Bus Stop,42.422736,-71.061542
Ferry St @ Cross St,Bus Stop,42.421724,-71.058851
Ferry St @ Winthrop St,Bus Stop,42.420835,-71.057054
Ferry St @ Belmont St,Bus Stop,42.420114,-71.054897
Ferry St @ Bennett St,Bus Stop,42.419133,-71.053036
